A ^at++++=A
quantitative ^jj+atrb+++=quantitative
assessment ^nn++++=assessment
of ^in++++=of
secondary ^jj+atrb+++=secondary
data ^nns++++=data
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
using ^vbg+++xvbg+=using
a ^at++++=a
cross ^jj++++=cross-sectional
- ^zz++++=EXTRAWORD
sectional ^jj+atrb+++=EXTRAWORD
epidemiological ^nn+++??+=epidemiological
research ^nn++++=research
design ^nn++++=design,
, ^zz++++=EXTRAWORD
with ^in++++=with
both ^abx++++=both
descriptive ^jj++++=descriptive
and ^cc+phrs+++=and
inferential ^jj+atrb++??+=inferential
statistical ^jj+atrb+++=statistical
methods ^nns++++=methods
applied ^vwbn+++xvbn+=applied
for ^in++++=for
analysis ^nn++++=analysis.
. ^zz++++=EXTRAWORD
Data ^nns++++=Data
analysis ^nn++++=analysis
was ^vbd+bedz+aux++=was
performed ^vpsv++agls+xvbnx+=performed
utilizing ^nn+++??+=utilizing
the ^ati++++=the
Python ^np+++??+=Python
programming ^nn++++=programming
language ^nn++++=language
( ^zz++++=(version
version ^nn++++=EXTRAWORD
3.7.7 ^cd++++=3.7.7),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
specifically ^rb++++=specifically
employing ^vbg+++xvbg+=employing
the ^ati++++=the
libraries ^nns++++=libraries
Matplotlib ^np+++??+=Matplotlib
( ^zz++++=(version
version ^nn++++=EXTRAWORD
3.2.1 ^cd++++=3.2.1),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Pandas ^np+++??+=Pandas
( ^zz++++=(version
version ^nn++++=EXTRAWORD
1.0.5 ^cd++++=1.0.5),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Statistics ^nns++++=Statistics.
. ^zz++++=EXTRAWORD
All ^abn++++=All
analyses ^nns++++=analyses
were ^vbd+bed+aux++=were
carried ^vpsv++agls+xvbn+=carried
out ^rp+pl+++=out
within ^in++++=within
the ^ati++++=the
project ^nn++++=Project
jupyter ^np++++=Jupyter
programming ^nn++++=programming
environment ^nn++++=environment.
. ^zz++++=EXTRAWORD
