Although ^cs+con+++=Although
the ^ati++++=the
present ^jj+atrb+++=present
research ^nn++++=research
provides ^vbz+vsua+++=provides
valuable ^jj+atrb+++=valuable
findings ^nns++++=findings,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has
several ^ap++++=several
limitations ^nns++++=limitations.
. ^zz++++=EXTRAWORD
The ^ati++++=The
methods ^nns++++=methods
employed ^vbd+++xvbn+=employed,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
the ^ati++++=the
Pearson ^np++++=Pearson
correlation ^nn++++=correlation
coefficient ^nn++++=coefficient
without ^in++++=without
incorporating ^xvbg+++xvbg+=incorporating
additional ^jj+atrb+++=additional
studies ^nns++++=studies
on ^in++++=on
population ^nn++++=population
movement ^nn++++=movement
or ^cc++++=or
disease ^nn++++=disease
transmission ^nn++++=transmission
dynamics ^nn++++=dynamics
within ^in++++=within
the ^ati++++=the
state ^nn++++=state
of ^in++++=of
Minas ^np+++??+=Minas
Gerais ^np+++??+=Gerais,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
less ^rbr++++=less
sensitive ^jj+pred+++=sensitive
for ^in++++=for
identifying ^xvbg+++xvbg+=identifying
causal ^jj+atrb+++=causal
relationships ^nns++++=relationships
underlying ^vwbg+++xvbg+=underlying
the ^ati++++=the
observed ^jj+atrb++xvbn+=observed
phenomena ^nns++++=phenomena.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
the ^ati++++=the
reliance ^nn++++=reliance
on ^in++++=on
univariate ^nn+++??+=univariate
analysis ^nn++++=analysis
restricts ^vbz++++=restricts
the ^ati++++=the
understanding ^jj+++xvbg+=understanding
of ^in++++=of
the ^ati++++=the
individual ^jj+atrb+++=individual
contribution ^nn++++=contribution
of ^in++++=of
each ^dt++++=each
variable ^jj++++=variable
to ^in++++=to
the ^ati++++=the
overall ^jjb+atrb+++=overall
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
the ^ati++++=the
procedures ^nns++++=procedures
utilized ^vbd+++xvbn+=utilized,
, ^zz++++=EXTRAWORD
in ^in++++=in
conjunction ^nn++++=conjunction
with ^in++++=with
existing ^xvbg+++xvbg+=existing
literature ^nn++++=literature,
, ^zz++++=EXTRAWORD
offer ^nn++++=offer
a ^at++++=a
foundation ^nn++++=foundation
for ^in++++=for
future ^jjb+atrb+++=future
research ^nn++++=research
aimed ^vbd+++xvbn+=aimed
at ^rb++++=at
elucidating ^vbg+++xvbg+=elucidating
the ^ati++++=the
nature ^nn++++=nature
of ^in++++=of
the ^ati++++=the
associations ^nns++++=associations
identified ^vpsv++agls+xvbn+=identified
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study.
. ^zz++++=EXTRAWORD
