A ^at++++=A
novel ^nn++++=novel
coronavirus ^nns+++??+=coronavirus,
, ^zz++++=EXTRAWORD
Sars ^np+++??+=SARS-CoV-2,
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
responsible ^jj+pred+++=responsible
for ^in++++=for
a ^at++++=a
global ^jj+atrb+++=global
pandemic ^nn+++??+=pandemic
with ^in++++=with
significant ^jj+atrb+++=significant
socioeconomic ^nn+++??+=socioeconomic
impacts ^nns+++??+=impacts.
. ^zz++++=EXTRAWORD
Due ^jj+cmpx+++=Due
to ^to+jcmp+++=to
its ^pp$+it+++=its
recent ^jj+atrb+++=recent
emergence ^nn++++=emergence
in ^in++++=in
Wuhan ^np+++??+=Wuhan,
, ^zz++++=EXTRAWORD
China ^np++++=China,
, ^zz++++=EXTRAWORD
in ^in++++=in
December ^nr++++=December
2019 ^cd++++=2019,
, ^zz++++=EXTRAWORD
many ^ap++++=many
aspects ^nns++++=aspects
of ^in++++=of
the ^ati++++=the
virus ^nn++++=virus
remain ^vb++++=remain
insufficiently ^rb++++=insufficiently
understood ^vpsv++by+xvbn+=understood
by ^in++++=by
the ^ati++++=the
scientific ^jj+atrb+++=scientific
community ^nn++++=community.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
study ^nn++++=study
aims ^vb++++=aims
to ^to+vcmp+++=to
analyze ^vb+++??+=analyze
the ^ati++++=the
spatio ^nn+++??+=spatio-temporal
- ^zz++++=EXTRAWORD
temporal ^jj+atrb+++=EXTRAWORD
associations ^nns++++=associations
of ^in++++=of
incidence ^nn++++=incidence,
, ^zz++++=EXTRAWORD
mortality ^nn++++=mortality,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rates ^nns++++=rates
of ^in++++=of
both ^abx++++=both
rapid ^jj++++=rapid
and ^cc++++=and
Rt ^npt++++=RT-PCR
- ^zz++++=EXTRAWORD
pcr ^nn+++??+=EXTRAWORD
testing ^vwbg+++xvbg+=testing
for ^in++++=for
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
state ^nn++++=state
of ^in++++=of
minas ^np++++=Minas
gerais ^np++++=Gerais.
. ^zz++++=EXTRAWORD
