The ^ati++++=The
third ^nn++++=third
option ^nn++++=option,
, ^zz++++=EXTRAWORD
illustrated ^j+++xvbn+=illustrated
in ^in++++=in
Figure ^nn++++=Figure
1c(b ^cd++++=1c(b),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
involves ^vbz++++=involves
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
an ^at++++=an
in ^in++++=in-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
fan ^nn++++=fan
( ^zz++++=(non-HEPA)
non ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
hepa ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
that ^cs+sub+++=that
either ^dtx++++=either
discharges ^nns+++??+=discharges
air ^nn++++=air
directly ^rb++++=directly
to ^in++++=to
the ^ati++++=the
exterior ^nn++++=exterior
or ^cc++++=or
utilizes ^nns++++=utilizes
the ^ati++++=the
existing ^jj+atrb+++=existing
tlt ^np++++=TLT
room ^nn++++=room
exhaust ^nn++++=exhaust
system ^nn++++=system.
. ^zz++++=EXTRAWORD
