According ^in+cmpx+++=According
to ^in"++++=to
the ^ati++++=the
most ^ql+emph+++=most
recent ^jj+atrb+++=recent
update ^nn+++??+=update
of ^in++++=of
the ^ati++++=the
human ^jj+atrb+++=human
infection ^nn++++=infection
protocol ^nn++++=protocol
for ^in++++=for
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
released ^vpsv++by+xvbn+=released
by ^in++++=by
the ^ati++++=the
Government ^nn++++=Government
of ^in++++=of
the ^ati++++=the
State ^nn++++=State
of ^in++++=of
Minas ^np+++??+=Minas
Gerais ^np+++??+=Gerais
on ^in++++=on
July ^nr++++=July
20 ^cd++++=20,
, ^zz++++=EXTRAWORD
both ^abx++++=both
reverse ^nn++++=reverse
transcription ^nn+++??+=transcription
followed ^vwbn+vprv++xvbn+=followed
by ^in++++=by
polymerase ^nn+++??+=polymerase
chain ^nn++++=chain
reaction ^nn++++=reaction
( ^zz++++=(RT-PCR)
rt ^npt++++=EXTRAWORD
- ^zz++++=EXTRAWORD
pcr ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
assays ^nns+++??+=assays
and ^cc++++=and
immunological ^nn+++??+=immunological
techniques ^nns++++=techniques,
, ^zz++++=EXTRAWORD
including ^in++++=including
rapid ^jj+atrb+++=rapid
tests ^nns++++=tests,
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
accepted ^vpsv++agls+xvbnx+=accepted
as ^ql++++=as
diagnostic ^vb+++??+=diagnostic
criteria ^nns++++=criteria.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
important ^jj+pred+++=important
to ^to+jcmp+++=to
note ^vbi+vprv+++=note
that ^tht+vcmp+++=that
negative ^jj+atrb+++=negative
results ^nns++++=results
from ^in++++=from
rapid ^jj+atrb+++=rapid
tests ^nns++++=tests
are ^vb+ber+vrb++=are
insufficient ^jj+pred+++=insufficient
to ^to+jcmp+++=to
rule ^vb++++=rule
out ^rp+pl+++=out
suspected ^jj+atrb+++=suspected
cases ^nns++++=cases
( ^zz++++=(6).
6 ^zz++++=EXTRAWORD
). ^nn++++=EXTRAWORD
