A ^at++++=A
simple ^jj+atrb+++=simple
flow ^nn++++=flow
chart ^nn++++=chart
can ^md+pos+++=can
facilitate ^vb++++=facilitate
the ^ati++++=the
retention ^nn++++=retention
and ^cc++++=and
comprehension ^nn++++=comprehension
of ^in++++=of
information ^nn++++=information;
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
for ^in++++=for
tasks ^nns++++=tasks
involving ^vwbg+++xvbg+=involving
application ^nn++++=application
and ^cc++++=and
analysis ^nn++++=analysis,
, ^zz++++=EXTRAWORD
students ^nns++++=students
should ^md+nec+++=should
be ^vb+be+aux++=be
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
utilize ^vbi++++=utilize
a ^at++++=a
variety ^nn++++=variety
of ^in++++=of
graphic ^jj+atrb+++=graphic
organizers ^nns++++=organizers,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
those ^dt+dem+++=those
designed ^jj+++xvbn+=designed
for ^in++++=for
comparing ^xvbg+++xvbg+=comparing
and ^cc++++=and
contrasting ^xvbg+++xvbg+=contrasting
information ^nn++++=information
or ^cc++++=or
for ^in++++=for
evaluating ^nn+++??+=evaluating
cause ^nn++++=cause
and ^cc++++=and
effect ^nn++++=effect,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
the ^ati++++=the
positive ^jj+atrb+++=positive
and ^cc+phrs+++=and
negative ^jj+atrb+++=negative
aspects ^nns++++=aspects
of ^in++++=of
a ^at++++=a
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
when ^wrb+who+++=when
the ^ati++++=the
objective ^nn++++=objective
is ^vbz+bez+aux++=is
to ^to++++=to
promote ^vbi++++=promote
higher ^jjr++++=higher-order
- ^zz++++=EXTRAWORD
order ^to++++=EXTRAWORD
thinking ^nn++++=thinking
skills ^nns++++=skills.
. ^zz++++=EXTRAWORD
