A ^at++++=A
study ^nn++++=study
conducted ^vwbn+++xvbn+=conducted
by ^in++++=by
Mottola ^np+++??+=Mottola
in ^in++++=in
the ^ati++++=the
Autonomous ^jj+atrb+++=Autonomous
Region ^nn++++=Region
of ^in++++=of
the ^ati++++=the
Azores ^nps++++=Azores,
, ^zz++++=EXTRAWORD
specifically ^rb++++=specifically
on ^in++++=on
the ^ati++++=the
islands ^nns++++=islands
of ^in++++=of
S ^zz++++=S
o ^zz++++=o
Miguel ^np++++=Miguel
and ^cc++++=and
Terceira ^np+++??+=Terceira,
, ^zz++++=EXTRAWORD
found ^vb+++xvbn+=found
that ^tht+vcmp+++=that
the ^ati++++=the
incidence ^nn++++=incidence
rate ^nn++++=rate
of ^in++++=of
leptospirosis ^nns+++??+=leptospirosis
is ^vbz+bez+vrb++=is
ten ^cd++++=ten
times ^nns++++=times
higher ^jjr++++=higher
compared ^jj+++xvbn+=compared
to ^in++++=to
mainland ^nn++++=mainland
Portugal ^np++++=Portugal.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
increased ^jj+atrb++xvbn+=increased
incidence ^nn++++=incidence
was ^vbd+bedz+aux++=was
attributed ^vpsv++agls+xvbnx+=attributed
to ^in++++=to
the ^ati++++=the
region ^nn++++=region's
's ^vbz+bez+vrb++0=EXTRAWORD
subtropical ^jj+atrb+++=subtropical
climate ^nn++++=climate,
, ^zz++++=EXTRAWORD
characterized ^nn+++??+=characterized
by ^in++++=by
higher ^jjr+atrb+++=higher
humidity ^nn++++=humidity
and ^cc++++=and
average ^jj+atrb+++=average
temperatures ^nns++++=temperatures,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
favor ^nn++++=favor
the ^ati++++=the
transmission ^nn++++=transmission
of ^in++++=of
leptospirosis ^nns+++??+=leptospirosis.
. ^zz++++=EXTRAWORD
The ^ati++++=The
study ^nn++++=study
also ^rb++++=also
reported ^vbn+vpub++xvbn+=reported
that ^tht+vcmp+++=that
the ^ati++++=the
majority ^nn++++=majority
of ^in++++=of
cases ^nns++++=cases
occurred ^vbd+++xvbn+=occurred
between ^in++++=between
september ^nr++++=September
and ^cc++++=and
january ^nr++++=January.
. ^zz++++=EXTRAWORD
