Although ^cs+con+++=Although
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
the ^ati++++=the
Journal ^nn++++=Journal
Impact ^nn++++=Impact
Factor ^nn++++=Factor
( ^zz++++=(JIF)
jif ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
not ^xnot++not++=not
recommended ^vbd+vsua++xvbn+=recommended
for ^in++++=for
ranking ^xvbg+++xvbg+=ranking
individual ^jj+atrb+++=individual
researchers ^nns+++??+=researchers
( ^zz++++=(Alberts
alberts ^nns+++??+=EXTRAWORD
2013 ^cd++++=2013),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
influence ^nn++++=influence
on ^in++++=on
academic ^jj+atrb+++=academic
career ^nn++++=career
progression ^nn++++=progression
remains ^nns++++=remains
substantial ^jj++++=substantial.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
widespread ^jj+atrb+++=widespread
perception ^nn++++=perception
that ^tht+ncmp+++=that
academic ^jj+atrb+++=academic
advancement ^nn++++=advancement
is ^vbz+bez+aux++=is
closely ^rb++splt++=closely
linked ^vpsv++agls+xvbnx+=linked
to ^to++++=to
publishing ^vbi++++=publishing
in ^in++++=in
journals ^nns++++=journals
with ^in++++=with
high ^jj+atrb+++=high
Jif ^np+++??+=JIF
values ^nns++++=values.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
the ^ati++++=the
metric ^nn+++??+=metric
has ^vbz+hvz+vrb++=has
well ^rb++++=well-documented
- ^zz++++=EXTRAWORD
documented ^vbd+++xvbn+=EXTRAWORD
limitations ^nns++++=limitations
when ^wrb+who+++=when
used ^md"++pmd"++=used
to ^to++++=to
evaluate ^vb++++=evaluate
either ^dtx++++=either
journals ^nns++++=journals
or ^cc++++=or
individual ^jj+atrb+++=individual
articles ^nns++++=articles,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
highly ^rb+amp+++=highly
sensitive ^jj+pred+++=sensitive
to ^in++++=to
the ^ati++++=the
definition ^nn++++=definition
of ^in++++=of
a ^at++++=a
citable ^nn+++??+=citable
item ^nn++++=item
( ^zz++++=(The
the ^ati++++=EXTRAWORD
Plos ^np+++??+=PLoS
Medicine ^nn++++=Medicine
Editors ^nns++++=Editors
2006 ^cd++++=2006),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
subject ^nn++++=subject
to ^in++++=to
statistical ^jj+atrb+++=statistical
misapplications ^nns+++??+=misapplications
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
inappropriate ^jj+atrb+++=inappropriate
