A ^at++++=A
total ^nn++++=total
of ^in++++=of
7,304 ^cd++++=7,304
researchers ^nns+++??+=researchers
were ^vbd+bed+aux++=were
identified ^vpsv++agls+xvbnx+=identified
among ^in++++=among
the ^ati++++=the
authors ^nns++++=authors
and ^cc++++=and
co ^nn++++=co-authors.
- ^zz++++=EXTRAWORD
authors ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
average ^jj+atrb+++=average
productivity ^nn++++=productivity
per ^in++++=per
researcher ^nn++++=researcher
was ^vbd+bedz+vrb++=was
slightly ^rb+down+++=slightly
above ^jjb+pred+++=above
1.73 ^cd++++=1.73
articles ^nns++++=articles.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
productive ^jj+atrb+++=productive
individuals ^nns++++=individuals
published ^vbd+++xvbn+=published
43 ^cd++++=43
articles ^nns++++=articles
each ^dt++++=each
( ^zz++++=(2.64%),
2.64% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
the ^ati++++=the
majority ^nn++++=majority,
, ^zz++++=EXTRAWORD
comprising ^jj+++xvbg+=comprising
5,172 ^cd++++=5,172
researchers ^nns+++??+=researchers
( ^zz++++=(70.81%),
70.81% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
contributed ^j+++xvbn+=contributed
only ^rb+down+++=only
one ^cd1++++=one
article ^nn++++=article.
. ^zz++++=EXTRAWORD
To ^in++++=To
analyze ^jj+atrb++??+=analyze
patterns ^nns++++=patterns
of ^in++++=of
author ^nn++++=author
productivity ^nn++++=productivity,
, ^zz++++=EXTRAWORD
Lotka ^np++++=Lotka's
's ^$++++=EXTRAWORD
Law ^nn++++=Law
was ^vbd+bedz+aux++=was
applied ^vpsv++agls+xvbnx+=applied
using ^vbg+++xvbg+=using
the ^ati++++=the
equation ^nn++++=equation
x ^zz++++=x^
^ ^zz++++=EXTRAWORD
y ^zz++++=y
= ^zz++++==
c ^zz++++=c,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
x ^zz++++=x
represents ^vbz++++=represents
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
documents ^nns++++=documents
published ^vbd+++xvbn+=published,
, ^zz++++=EXTRAWORD
y ^zz++++=y
denotes ^vbz+vsua+++=denotes
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
authors ^nns++++=authors
with ^in++++=with
x ^zz++++=x
publications ^nns++++=publications,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
c ^zz++++=c
is ^vbz+bez+vrb++=is
a ^at++++=a
constant ^nn++++=constant.
. ^zz++++=EXTRAWORD
Figure ^nn++++=Figure
2 ^zz++++=2
illustrates ^vbz+vpub+++=illustrates
the ^ati++++=the
distribution ^nn++++=distribution
of ^in++++=of
articles ^nns++++=articles
by ^in++++=by
number ^nn++++=number
of ^in++++=of
authors ^nns++++=authors,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
calculated ^jj+++xvbn+=calculated
Lotka ^np+++??+=Lotka
constant ^jj+atrb+++=constant
being ^jj+atrb++xvbg+=being
0.8101x^ ^nn+++??+=0.8101x^-2.581.
- ^zz++++=EXTRAWORD
2.581 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
Law ^nn++++=Law
of ^in++++=of
Elitism ^np+++??+=Elitism
3 ^zz++++=3-4
- ^zz++++=EXTRAWORD
4 ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
supported ^vpsv++by+xvbnx+=supported
by ^in++++=by
the ^ati++++=the
finding ^vb+++xvbg+=finding
that ^tht+vcmp+++=that
a ^at++++=a
group ^nn++++=group
of ^in++++=of
85 ^cd++++=85
authors ^nns++++=authors
( ^zz++++=(1.16%)
1.16 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
accounted ^vprf+++xvbn+=accounted
for ^in+ppvb+++=for
1,236 ^cd++++=1,236
articles ^nns++++=articles,
, ^zz++++=EXTRAWORD
representing ^vbg+++xvbg+=representing
76.15 ^cd++++=76.15%
% ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
total ^jj+atrb+++=total
output ^nn++++=output.
. ^zz++++=EXTRAWORD
