Although ^cs+con+++=Although
there ^rn+pl+++=there
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
advances ^nns++++=advances
in ^in++++=in
publications ^nns++++=publications
examining ^vwbg+++xvbg+=examining
the ^ati++++=the
relationship ^nn++++=relationship
between ^in++++=between
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
prothrombotic ^nn+++??+=prothrombotic
state ^nn++++=state
observed ^vbd+vprv++xvbn+=observed
in ^in++++=in
patients ^nns++++=patients,
, ^zz++++=EXTRAWORD
comprehensive ^jj+atrb+++=comprehensive
studies ^nns++++=studies
directly ^rb++++=directly
associating ^jj+atrb++xvbg+=associating
venous ^nns+++??+=venous
thromboembolism ^nn+++??+=thromboembolism
( ^zz++++=(VTE)
vte ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
with ^in++++=with
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
infection ^nn++++=infection
remain ^vb++++=remain
lacking ^jj+++xvbg+=lacking.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
Cui ^np+++??+=Cui
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
retrospectively ^nn+++??+=retrospectively
analyzed ^nn+++??+=analyzed
81 ^cd++++=81
critically ^rb++++=critically
ill ^jj+atrb+++=ill
patients ^nns++++=patients
with ^in++++=with
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pneumonia ^nn++++=pneumonia
in ^in++++=in
the ^ati++++=the
intensive ^jj+atrb+++=intensive
care ^nn++++=care
unit ^nn++++=unit
( ^zz++++=(ICU)
icu ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
reported ^vbd+vpub++xvbn+=reported
a ^at++++=a
Vte ^np+++??+=VTE
incidence ^nn++++=incidence
of ^in++++=of
25 ^cd++++=25%.
% ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Similarly ^rb+cnj+++=Similarly,
, ^zz++++=EXTRAWORD
Klok ^np+++??+=Klok
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
identified ^xvbn+++xvbn+=identified
a ^at++++=a
31 ^cd++++=31%
% ^zz++++=EXTRAWORD
incidence ^nn++++=incidence
of ^in++++=of
thrombotic ^nn+++??+=thrombotic
complications ^nns++++=complications
among ^in++++=among
Icu ^np+++??+=ICU
patients ^nns++++=patients
with ^in++++=with
Covid ^np+++??+=COVID-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
despite ^in++++=despite
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
thrombosis ^nn++++=thrombosis
prophylaxis ^nns+++??+=prophylaxis,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
a ^at++++=a
notably ^rb++++=notably
high ^jj+atrb+++=high
rate ^nn++++=rate.
. ^zz++++=EXTRAWORD
Middeldorp ^np+++??+=Middeldorp
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
also ^rb++++=also
reported ^vbd+vpub+tht0+xvbn+=reported
an ^at++++=an
elevated ^nn++++=elevated
risk ^vb++++=risk
of ^in++++=of
Vte ^np+++??+=VTE
in ^in++++=in
patients ^nns++++=patients
with ^in++++=with
Covid ^np+++??+=COVID-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
among ^in++++=among
those ^dt+dem+++=those
hospitalized ^nn+++??+=hospitalized
in ^in++++=in
the ^ati++++=the
Icu ^np+++??+=ICU,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suggested ^vbd+vpub++xvbn+=suggested
that ^tht+vcmp+++=that
implementing ^vbg+++xvbg+=implementing
a ^at++++=a
screening ^jj+atrb++xvbg+=screening
strategy ^nn++++=strategy
with ^in++++=with
a ^at++++=a
low ^jj+atrb+++=low
threshold ^nn++++=threshold
for ^in++++=for
diagnostic ^nn+++??+=diagnostic
testing ^vwbg+++xvbg+=testing
may ^md+pos+++=may
be ^vb+be+vrb++=be
beneficial ^jj+pred+++=beneficial.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
findings ^nns++++=findings
underscore ^nn+++??+=underscore
the ^ati++++=the
importance ^nn++++=importance
of ^in++++=of
coordinated ^jj+atrb+++=coordinated
efforts ^nns++++=efforts
among ^in++++=among
professionals ^nns++++=professionals
in ^in++++=in
Angiology ^np+++??+=Angiology
and ^cc++++=and
Vascular ^np+++??+=Vascular
Surgery ^nn++++=Surgery
to ^to++++=to
establish ^vbi+vprv+++=establish
collaborative ^nn+++??+=collaborative
networks ^nns++++=networks
aimed ^vbd+++xvbn+=aimed
at ^rb++++=at
improving ^vbg+++xvbg+=improving
procedures ^nns++++=procedures,
, ^zz++++=EXTRAWORD
care ^nn++++=care
protocols ^nns++++=protocols,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
service ^nn++++=service
delivery ^nn++++=delivery,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
the ^ati++++=the
context ^nn++++=context
of ^in++++=of
the ^ati++++=the
covid ^np++++=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn++++=pandemic.
. ^zz++++=EXTRAWORD
