Although ^cs+con+++=Although
findings ^nns++++=findings
regarding ^in++++=regarding
vitamin ^nn++++=vitamin
D ^zz++++=D
are ^vb+ber+vrb++=are
heterogeneous ^jj+pred+++=heterogeneous,
, ^zz++++=EXTRAWORD
vitamin ^nn++++=vitamin
D ^zz++++=D
deficiency ^nn++++=deficiency
is ^vbz+bez+aux++=is
recognized ^vpsv++agls+xvbnx+=recognized
as ^ql++++=as
a ^at++++=a
common ^jj+atrb+++=common
nutritional ^jj+atrb+++=nutritional
disorder ^nn++++=disorder
among ^in++++=among
patients ^nns++++=patients
with ^in++++=with
respiratory ^jj+atrb+++=respiratory
tract ^nn++++=tract
infections ^nns++++=infections
[ ^zz++++=[34,35].
34,35 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
hospital ^nn++++=hospital-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
retrospective ^jj+atrb+++=retrospective
case ^nn++++=case
study ^nn++++=study,
, ^zz++++=EXTRAWORD
Inamo ^np+++??+=Inamo
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2011)
2011 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
[ ^zz++++=[36]
36 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
reported ^vbn+vpub++xvbn+=reported
that ^tht+vcmp+++=that
Japanese ^jj+atrb+++=Japanese
children ^nns++++=children
( ^zz++++=(mean
mean ^jj+atrb+++=EXTRAWORD
age ^nn++++=age
14.03 ^cd++++=14.03
11.43 ^cd++++=11.43
months ^nns++++=months)
) ^zz++++=EXTRAWORD
with ^in++++=with
bronchiolitis ^nns+++??+=bronchiolitis
or ^cc++++=or
pneumonia ^nn++++=pneumonia
and ^cc++++=and
vitamin ^nn++++=vitamin
D ^zz++++=D
deficiency ^nn++++=deficiency
( ^zz++++=(<10
< ^zz++++=EXTRAWORD
10 ^cd++++=EXTRAWORD
ng ^nn+++??+=ng/mL)
had ^vb+hv+vrb++=had
a ^at++++=a
significantly ^rb++++=significantly
higher ^jjr+atrb+++=higher
requirement ^nn++++=requirement
for ^in++++=for
oxygen ^nn++++=oxygen
and ^cc++++=and/or
ventilatory ^nn++++=ventilatory
support ^nn++++=support
( ^zz++++=(p<0.01).
p<0.01 ^nn++++=EXTRAWORD
). ^nn++++=EXTRAWORD
