The ^ati++++=The
administered ^nn++++=administered
survey ^vb++++=survey
is ^vbz+bez+aux++=is
organized ^vpsv++agls+xvbnx+=organized
into ^in++++=into
three ^cd++++=three
general ^jj+atrb+++=general
modules ^nns+++??+=modules
students ^nns++++=students'
' ^zz++++=EXTRAWORD
identification ^nn++++=identification
data ^nns++++=data,
, ^zz++++=EXTRAWORD
cultural ^jj+atrb+++=cultural
facilities ^nns++++=facilities,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
interest ^nn++++=interest
in ^in++++=in
cultural ^jj+atrb+++=cultural
activities ^nns++++=activities
and ^cc++++=and
twelve ^cd++++=twelve
sector ^nn++++=sector-specific
- ^zz++++=EXTRAWORD
specific ^jj+atrb+++=EXTRAWORD
modules ^nns+++??+=modules.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
sector ^nn++++=sector-specific
- ^zz++++=EXTRAWORD
specific ^jj+atrb+++=EXTRAWORD
modules ^nns+++??+=modules
address ^nn++++=address
the ^ati++++=the
following ^jj+atrb++xvbg+=following
areas ^nns++++=areas:
: ^zz++++=EXTRAWORD
museums ^nns++++=museums,
, ^zz++++=EXTRAWORD
art ^nn++++=art
galleries ^nns++++=galleries,
, ^zz++++=EXTRAWORD
archives ^nn++++=archives,
, ^zz++++=EXTRAWORD
arts ^nns++++=arts
and ^cc++++=and
craft ^nn++++=craft
fairs ^nns++++=fairs,
, ^zz++++=EXTRAWORD
Houses ^nns++++=Houses
of ^in++++=of
Culture ^nn++++=Culture,
, ^zz++++=EXTRAWORD
monuments ^nns++++=monuments,
, ^zz++++=EXTRAWORD
archaeological ^jj+atrb+++=archaeological
sites ^nns++++=sites,
, ^zz++++=EXTRAWORD
reading ^vbg+++xvbg+=reading
and ^cc++++=and
libraries ^nns++++=libraries,
, ^zz++++=EXTRAWORD
ballet ^nn++++=ballet
or ^cc++++=or
dance ^nn++++=dance,
, ^zz++++=EXTRAWORD
opera ^nn++++=opera
and ^cc++++=and
theater ^nn+++??+=theater,
, ^zz++++=EXTRAWORD
concerts ^nns++++=concerts
of ^in++++=of
classical ^jj+atrb+++=classical
and ^cc+phrs+++=and
modern ^jj+atrb+++=modern
music ^nn++++=music,
, ^zz++++=EXTRAWORD
film ^nn++++=film
and ^cc++++=and
video ^nn+++??+=video,
, ^zz++++=EXTRAWORD
music ^nn++++=music,
, ^zz++++=EXTRAWORD
television ^nn++++=television,
, ^zz++++=EXTRAWORD
radio ^nn++++=radio,
, ^zz++++=EXTRAWORD
computer ^nn++++=computer
and ^cc++++=and
Internet ^np+++??+=Internet
use ^nn++++=use,
, ^zz++++=EXTRAWORD
leisure ^nn++++=leisure
and ^cc++++=and
culture ^nn++++=culture-related
- ^zz++++=EXTRAWORD
related ^vbd+++xvbn+=EXTRAWORD
free ^jj+atrb+++=free
time ^nn++++=time
activities ^nns++++=activities,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
final ^jj+atrb+++=final
section ^nn++++=section
focused ^vbd+++xvbn+=focused
on ^in++++=on
the ^ati++++=the
cultural ^jj+atrb+++=cultural
actions ^nns++++=actions
and ^cc++++=and
programs ^vbz+++??+=programs
implemented ^vpsv++by+xvbn+=implemented
by ^in++++=by
Unae ^np+++??+=UNAE,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
the ^ati++++=the
participation ^nn++++=participation
and ^cc++++=and
interest ^nn++++=interest
of ^in++++=of
the ^ati++++=the
student ^nn++++=student
population ^nn++++=population.
. ^zz++++=EXTRAWORD
