A ^at++++=A
study ^nn++++=study
conducted ^vwbn+++xvbn+=conducted
by ^in++++=by
researchers ^nns+++??+=researchers
from ^in++++=from
the ^ati++++=the
United ^np++++=United
Kingdom ^nn++++=Kingdom
projected ^vbd+++xvbn+=projected
various ^jj+atrb+++=various
pandemic ^nn+++??+=pandemic
scenarios ^nns+++??+=scenarios
in ^in++++=in
202 ^cd++++=202
countries ^nns++++=countries
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
epidemiological ^nn+++??+=epidemiological
week ^nn++++=week
ending ^vwbg+++xvbg+=ending
April ^nr++++=April
26 ^cd++++=26,
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020,
, ^zz++++=EXTRAWORD
by ^in++++=by
proposing ^xvbg+++xvbg+=proposing
three ^cd++++=three
models ^nns++++=models
based ^vwbn+++xvbn+=based
on ^in++++=on
different ^jj+atrb+++=different
mitigation ^nn++++=mitigation
strategies ^nns+++??+=strategies:
: ^zz++++=EXTRAWORD
( ^zz++++=(1)
1 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
no ^at++++=no
mitigation ^nn++++=mitigation
interventions ^nns++++=interventions,
, ^zz++++=EXTRAWORD
meaning ^nvbg+++xvbg+=meaning
the ^ati++++=the
absence ^nn++++=absence
of ^in++++=of
non ^&fw++++=non-pharmacological
- ^zz++++=EXTRAWORD
pharmacological ^jj+atrb+++=EXTRAWORD
measures ^nns++++=measures
such ^abl++++=such
as ^ql++++=as
social ^jj+atrb+++=social
distancing ^nn+++??+=distancing;
; ^zz++++=EXTRAWORD
( ^zz++++=(2)
2 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
implementation ^nn++++=implementation
of ^in++++=of
social ^jj+atrb+++=social
distancing ^nn+++??+=distancing
for ^in++++=for
the ^ati++++=the
entire ^jjb+atrb+++=entire
population ^nn++++=population;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
( ^zz++++=(3)
3 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
enhanced ^vbd+++xvbn+=enhanced
social ^jj+atrb+++=social
distancing ^nn+++??+=distancing
specifically ^rb++++=specifically
for ^in++++=for
the ^ati++++=the
elderly ^nn++++=elderly.
. ^zz++++=EXTRAWORD
Depending ^vbg+++xvbg+=Depending
on ^in++++=on
the ^ati++++=the
mitigation ^nn++++=mitigation
strategy ^nn++++=strategy
employed ^vbd+++xvbn+=employed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
estimated ^jj+atrb++xvbn+=estimated
total ^jj+atrb+++=total
number ^nn++++=number
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
cases ^nns++++=cases
in ^in++++=in
Brazil ^np++++=Brazil
would ^md+prd+++=would
be ^vb+be+vrb++=be
187,799,806 ^cd++++=187,799,806,
, ^zz++++=EXTRAWORD
122,025,818 ^cd++++=122,025,818,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
120,836,850 ^cd++++=120,836,850,
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively.
. ^zz++++=EXTRAWORD
The ^ati++++=The
corresponding ^nn++++=corresponding
projected ^vbd+++xvbn+=projected
numbers ^nns++++=numbers
of ^in++++=of
deaths ^nns++++=deaths
were ^vbd+bed+vrb++=were
1,152,283 ^cd++++=1,152,283
for ^in++++=for
the ^ati++++=the
first ^od++++=first
scenario ^nn++++=scenario,
, ^zz++++=EXTRAWORD
627,047 ^cd++++=627,047
for ^in++++=for
the ^ati++++=the
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
529,779 ^cd++++=529,779
for ^in++++=for
the ^ati++++=the
third ^nn++++=third.
. ^zz++++=EXTRAWORD
The ^ati++++=The
report ^nn++++=report
concluded ^vbd+vprv++xvbn+=concluded
that ^tht+vcmp+++=that
interventions ^nns++++=interventions
such ^abl++++=such
as ^ql++++=as
social ^jj+atrb+++=social
isolation ^nn++++=isolation,
, ^zz++++=EXTRAWORD
school ^nn++++=school
closures ^nns++++=closures,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
suspension ^nn++++=suspension
of ^in++++=of
non ^&fw++++=non-essential
- ^zz++++=EXTRAWORD
essential ^nn++++=EXTRAWORD
services ^nns++++=services
could ^md+pos+++=could
prevent ^vb++++=prevent
millions ^cds++++=millions
of ^in++++=of
deaths ^nns++++=deaths.
. ^zz++++=EXTRAWORD
