A ^at++++=A
time ^nn++++=time-series
- ^zz++++=EXTRAWORD
series ^nn++++=EXTRAWORD
ecological ^nn+++??+=ecological
study ^nn++++=study
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
using ^vbg+++xvbg+=using
data ^nns++++=data
from ^in++++=from
health ^nn++++=health
authority ^nn++++=authority
notifications ^nns++++=notifications
of ^in++++=of
leptospirosis ^nns+++??+=leptospirosis
cases ^nns++++=cases
in ^in++++=in
santa ^&fw++++=Santa
catarina ^np++++=Catarina
between ^in++++=between
2005 ^cd++++=2005
and ^cc++++=and
2015 ^cd++++=2015.
. ^zz++++=EXTRAWORD
