A ^at++++=A
pre ^nn+++??+=pre-test
- ^zz++++=EXTRAWORD
test ^nn++++=EXTRAWORD
and ^cc++++=and
a ^at++++=a
post ^nn++++=post-test
- ^zz++++=EXTRAWORD
test ^nn++++=EXTRAWORD
of ^in++++=of
reading ^xvbg+++xvbg+=reading
comprehension ^nn++++=comprehension
were ^vbd+bed+aux++=were
developed ^vpsv++agls+xvbnx+=developed
to ^to++++=to
compare ^vbi++++=compare
participants ^nns++++=participants'
' ^zz++++=EXTRAWORD
performance ^nn++++=performance
before ^in++++=before
and ^cc++++=and
after ^in++++=after
a ^at++++=a
six ^cd++++=six-week
- ^zz++++=EXTRAWORD
week ^nn++++=EXTRAWORD
intervention ^nn++++=intervention.
. ^zz++++=EXTRAWORD
The ^ati++++=The
instruments ^nns++++=instruments
designed ^vbd+++xvbn+=designed
for ^in++++=for
this ^dt+dem+++=this
study ^nn++++=study
assessed ^vbd+++xvbn+=assessed
various ^jj+atrb+++=various
aspects ^nns++++=aspects
of ^in++++=of
reading ^nn++++=reading
comprehension ^nn++++=comprehension,
, ^zz++++=EXTRAWORD
as ^ql++++=as
detailed ^jj++++=detailed
in ^in++++=in
table ^nn++++=Table
1 ^zz++++=1.
. ^zz++++=EXTRAWORD
