A ^at++++=A
recent ^jj+atrb+++=recent
literature ^nn++++=literature
review ^nn++++=review
[ ^zz++++=[46]
46 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
examining ^vbg+++xvbg+=examining
the ^ati++++=the
evidence ^nn++++=evidence
on ^in++++=on
vitamin ^nn++++=vitamin
D ^zz++++=D
supplementation ^nn+++??+=supplementation
during ^in++++=during
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^jj+++??+=pandemic
recommended ^nn+++xvbn+=recommended
that ^tht+ncmp+++=that
both ^abx++++=both
patients ^nns++++=patients
and ^cc++++=and
healthcare ^jj+atrb++??+=healthcare
staff ^nn++++=staff
in ^in++++=in
hospital ^nn++++=hospital
settings ^nns++++=settings
should ^md+nec+++=should
consider ^vb+vprv+++=consider
vitamin ^nn++++=vitamin
D ^zz++++=D
supplementation ^nn+++??+=supplementation
to ^to++++=to
achieve ^vbi++++=achieve
serum ^nn++++=serum
25(oh)d ^cd++++=25(OH)D
concentrations ^nns++++=concentrations
of ^in++++=of
at ^in++++=at
least ^ql++++=least
40 ^cd++++=40
50 ^cd++++=50
ng ^nn+++??+=ng/mL
( ^zz++++=(100
100 ^cd++++=EXTRAWORD
125 ^cd++++=125
nmol ^nn+++??+=nmol/L).
To ^to++++=To
reach ^vbi++++=reach
these ^dt+dem+++=these
levels ^nns++++=levels,
, ^zz++++=EXTRAWORD
the ^ati++++=the
authors ^nns++++=authors
proposed ^vbd+vsua++xvbn+=proposed
an ^at++++=an
initial ^jj+atrb+++=initial
dose ^nn++++=dose
of ^in++++=of
10,000 ^cd++++=10,000
Iu ^np+++??+=IU
per ^nnu++++=per
day ^nn++++=day
for ^in++++=for
one ^cd1++++=one
month ^nn++++=month,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
a ^at++++=a
maintenance ^nn++++=maintenance
dose ^nn++++=dose
of ^in++++=of
5,000 ^cd++++=5,000
Iu ^np+++??+=IU
per ^nnu++++=per
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
the ^ati++++=the
review ^nn++++=review
emphasized ^vbd+vpub++xvbn+=emphasized
that ^tht+vcmp+++=that
the ^ati++++=the
hypothesis ^nn++++=hypothesis
regarding ^in++++=regarding
vitamin ^nn++++=vitamin
D ^zz++++=D
supplementation ^nn+++??+=supplementation
s ^zz++++=s
potential ^nn++++=potential
to ^to+ncmp+++=to
reduce ^vbi++++=reduce
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
influenza ^nn++++=influenza
and ^cc++++=and
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
incidence ^nn++++=incidence
and ^cc++++=and
mortality ^nn++++=mortality
requires ^vbz++++=requires
further ^jjb+atrb+++=further
investigation ^nn++++=investigation
through ^in++++=through
clinical ^jj+atrb+++=clinical
trials ^nns++++=trials
to ^to++++=to
determine ^vbi++++=determine
optimal ^jj+atrb+++=optimal
dosing ^nn++++=dosing,
, ^zz++++=EXTRAWORD
target ^nn++++=target
serum ^nn++++=serum
25(oh)d ^cd++++=25(OH)D
concentrations ^nns++++=concentrations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
assess ^vbi++++=assess
any ^dti++++=any
associated ^jj+atrb+++=associated
safety ^nn++++=safety
concerns ^nns++++=concerns.
. ^zz++++=EXTRAWORD
