Although ^cs+con+++=Although
only ^rb+down+++=only
straight ^jj+atrb+++=straight
conidia ^nn+++??+=conidia
were ^vbd+bed+aux++=were
observed ^vpsv++agls+xvbnx+=observed
among ^in++++=among
the ^ati++++=the
analyzed ^nn+++??+=analyzed
specimens ^nns++++=specimens,
, ^zz++++=EXTRAWORD
with ^in++++=with
no ^at++++=no
evidence ^nn++++=evidence
of ^in++++=of
curved ^jj+atrb+++=curved
conidia ^nn+++??+=conidia,
, ^zz++++=EXTRAWORD
all ^abn++++=all
other ^ap++++=other
morphological ^jj+atrb+++=morphological
characteristics ^nns++++=characteristics
are ^vb+ber+vrb++=are
consistent ^jj+pred+++=consistent
with ^in++++=with
the ^ati++++=the
original ^jj+atrb+++=original
description ^nn++++=description.
. ^zz++++=EXTRAWORD
