A ^at++++=A
relapse ^nn++++=relapse
is ^vbz+bez+aux++=is
defined ^vpsv++agls+xvbnx+=defined
as ^ql++++=as
a ^at++++=a
demyelinating ^nn+++??+=demyelinating
event ^nn++++=event
of ^in++++=of
the ^ati++++=the
central ^jj+atrb+++=central
nervous ^jj+atrb+++=nervous
system ^nn++++=system
lasting ^vwbg+++xvbg+=lasting
at ^rb++++=at
least ^ql++++=least
24 ^cd++++=24
hours ^nns++++=hours
in ^in++++=in
the ^ati++++=the
absence ^nn++++=absence
of ^in++++=of
fever ^nn++++=fever
or ^cc++++=or
infection ^nn++++=infection.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
essential ^jj++++=essential
to ^to+jcmp+++=to
exclude ^vbi++++=exclude
infection ^nn++++=infection
when ^wrb+who+++=when
evaluating ^nn+++??+=evaluating
a ^at++++=a
worsening ^nn+++??+=worsening
of ^in++++=of
neurological ^nn+++??+=neurological
symptoms ^nns++++=symptoms
in ^in++++=in
patients ^nns++++=patients
with ^in++++=with
multiple ^jj+atrb+++=multiple
sclerosis ^nns+++??+=sclerosis
( ^zz++++=(MS).
ms ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn+++??+=pandemic,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
appropriate ^jj+pred+++=appropriate
to ^to+jcmp+++=to
specifically ^rb++splt++=specifically
rule ^vbi+vsua+++=rule
out ^rp+pl+++=out
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
infection ^nn++++=infection,
, ^zz++++=EXTRAWORD
as ^in++++=as
case ^nn++++=case
reports ^nns++++=reports
have ^vb+hv+aux++=have
