The ^ati++++=The
results ^nns++++=results
of ^in++++=of
the ^ati++++=the
Cpdi ^np+++??+=CPDI
and ^cc++++=and
Fcv ^np+++??+=FCV-19S
- ^zz++++=EXTRAWORD
19s ^cd++++=EXTRAWORD
indicate ^vb+vprv+++=indicate
gender ^nn++++=gender
differences ^nns++++=differences
in ^in++++=in
responses ^nns++++=responses
to ^in++++=to
the ^ati++++=the
pandemic ^nn+++??+=pandemic.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
essential ^jj++++=essential
that ^tht+jcmp+obj++=that
women ^nns++++=women
are ^vb+ber+aux++=are
adequately ^rb++splt++=adequately
represented ^vpsv++agls+xvbnx+=represented
in ^in++++=in
policy ^nn++++=policy-making
- ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=EXTRAWORD
processes ^nns++++=processes,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
socially ^rb++++=socially
constructed ^vbd+++xvbn+=constructed
gender ^nn++++=gender
roles ^nns++++=roles
position ^nn++++=position
them ^pp3o+pp3+++=them
to ^to++++=to
contribute ^vbi++++=contribute
effectively ^rb++++=effectively
to ^in++++=to
the ^ati++++=the
development ^nn++++=development
of ^in++++=of
multi ^nn+++??+=multi-level
- ^zz++++=EXTRAWORD
level ^nn++++=EXTRAWORD
interventions ^nns++++=interventions
addressing ^vwbg+++xvbg+=addressing
both ^abx++++=both
the ^ati++++=the
primary ^jj+atrb+++=primary
and ^cc+phrs+++=and
secondary ^jj+atrb+++=secondary
effects ^nns++++=effects
of ^in++++=of
Covid ^np+++??+=COVID-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
to ^in++++=to
the ^ati++++=the
formulation ^nn++++=formulation
of ^in++++=of
equitable ^jj+atrb+++=equitable
policies ^nns++++=policies
and ^cc++++=and
innovative ^nn++++=innovative
strategies ^nns++++=strategies
for ^in++++=for
pandemic ^nn++++=pandemic
control ^nn++++=control.
. ^zz++++=EXTRAWORD
