The ^ati++++=The
requirement ^nn++++=requirement
for ^in++++=for
social ^jj+atrb+++=social
isolation ^nn++++=isolation
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn+++??+=pandemic,
, ^zz++++=EXTRAWORD
together ^rb++++=together
with ^in++++=with
widespread ^jj+atrb+++=widespread
uncertainty ^nn++++=uncertainty
regarding ^in++++=regarding
Sars ^np+++??+=SARS-CoV-2,
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
resulted ^vprf+++xvbnx+=resulted
in ^in++++=in
significant ^jj+atrb+++=significant
psychological ^jj+atrb+++=psychological
distress ^nn++++=distress
and ^cc++++=and
hardship ^nn++++=hardship.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
previous ^jj+atrb+++=previous
pandemics ^nns+++??+=pandemics
have ^vb+hv+aux++=have
occurred ^vprf+++xvbnx+=occurred,
, ^zz++++=EXTRAWORD
no ^at++++=no
prior ^jj+atrb+++=prior
event ^nn++++=event
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
documented ^vpsv++agls+xvbnx+=documented
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
scale ^nn++++=scale
and ^cc++++=and
rapidity ^nn++++=rapidity
of ^in++++=of
transmission ^nn++++=transmission
as ^in++++=as
the ^ati++++=the
current ^jj+atrb+++=current
covid ^np++++=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn++++=pandemic
( ^zz++++=(6).
6 ^zz++++=EXTRAWORD
). ^nn++++=EXTRAWORD
