A ^at++++=A
contributing ^jj+atrb++xvbg+=contributing
factor ^nn++++=factor
to ^in++++=to
the ^ati++++=the
spread ^nn+++xvbn+=spread
of ^in++++=of
leptospirosis ^nns+++??+=leptospirosis
is ^vbz+bez+vrb++=is
the ^ati++++=the
occurrence ^nn++++=occurrence
of ^in++++=of
heavy ^jj+atrb+++=heavy
seasonal ^jj+atrb+++=seasonal
rains ^nns++++=rains
that ^tht+rel+obj++=that
lead ^nn++++=lead
to ^in++++=to
flooding ^nn++++=flooding;
; ^zz++++=EXTRAWORD
this ^dt+dem+++=this
risk ^nn++++=risk
persists ^vbz++++=persists
even ^rb++++=even
with ^in++++=with
lower ^jjr+atrb+++=lower
rainfall ^nn++++=rainfall
volumes ^nns++++=volumes
when ^wrb+who+++=when
soil ^nn++++=soil
waterproofing ^nn+++??+=waterproofing
reduces ^vbz++++=reduces
water ^nn++++=water
absorption ^nn++++=absorption
and ^cc++++=and
increases ^nns++++=increases
the ^ati++++=the
likelihood ^nn++++=likelihood
of ^in++++=of
flooding ^nn++++=flooding.
. ^zz++++=EXTRAWORD
Periods ^nns++++=Periods
of ^in++++=of
increased ^jj+atrb++xvbn+=increased
rainfall ^nn++++=rainfall
and ^cc++++=and
subsequent ^jj+atrb+++=subsequent
flooding ^nn++++=flooding
are ^vb+ber+aux++=are
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
greater ^jjr+atrb+++=greater
dissemination ^nn+++??+=dissemination
of ^in++++=of
leptospirosis ^nns+++??+=leptospirosis
among ^in++++=among
both ^abx++++=both
the ^ati++++=the
general ^jj+atrb+++=general
population ^nn++++=population
and ^cc++++=and
health ^nn++++=health
professionals ^nns++++=professionals.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
conditions ^nns++++=conditions
tend ^vb++++=tend
to ^to+vcmp+++=to
result ^vbi++++=result
in ^in++++=in
a ^at++++=a
higher ^jjr++++=higher
and ^cc++++=and
more ^rbr++++=more
rapid ^jj+atrb+++=rapid
demand ^nn++++=demand
for ^in++++=for
health ^nn++++=health
services ^nns++++=services,
, ^zz++++=EXTRAWORD
facilitating ^vbg+++xvbg+=facilitating
earlier ^jjr++++=earlier
and ^cc++++=and
more ^rbr++++=more
accurate ^jj+atrb+++=accurate
diagnosis ^nn++++=diagnosis
and ^cc++++=and
treatment ^nn++++=treatment.
. ^zz++++=EXTRAWORD
