The ^ati++++=The
procedures ^nns++++=procedures
for ^in++++=for
conidial ^nn+++??+=conidial
production ^nn++++=production
were ^vbd+bed+aux++=were
conducted ^vpsv++agls+xvbnx+=conducted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
relevant ^jj+atrb+++=relevant
morphological ^jj+atrb+++=morphological
characteristics ^nns++++=characteristics
were ^vbd+bed+aux++=were
examined ^vpsv++agls+xvbnx+=examined
to ^to++++=to
identify ^vbi++++=identify
taxa ^nn+++??+=taxa
using ^xvbg+++xvbg+=using
established ^vwbn+vprv++xvbn+=established
identification ^nn++++=identification
keys ^nns++++=keys
( ^zz++++=(Ingold
ingold ^nn+++??+=EXTRAWORD
1975 ^cd+date+++=1975;
; ^zz++++=EXTRAWORD
Marvanov ^np+++??+=Marvanov
1997 ^cd+date+++=1997;
; ^zz++++=EXTRAWORD
Santos ^np++++=Santos-Flores
- ^zz++++=EXTRAWORD
flores ^nns+++??+=EXTRAWORD
& ^zz++++=&
Betancourt ^np+++??+=Betancourt-L
- ^zz++++=EXTRAWORD
l ^zz++++=EXTRAWORD
pez ^np++++=pez
1997 ^cd+date+++=1997).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
documentation ^nn++++=documentation
and ^cc++++=and
ex ^jjb+atrb+++=ex
situ ^nn++++=situ
preservation ^nn++++=preservation,
, ^zz++++=EXTRAWORD
slides ^vbz++++=slides
were ^vbd+bed+aux++=were
prepared ^vpsv++agls+xvbnx+=prepared
using ^jj+++xvbg+=using
Pvlg ^np+++??+=PVLG
( ^zz++++=(polyvinyl
polyvinyl ^nn++++=EXTRAWORD
alcohol ^nn++++=alcohol
lactoglycerol ^nn+++??+=lactoglycerol)
) ^zz++++=EXTRAWORD
resin ^nn++++=resin
and ^cc++++=and
deposited ^vpsv++agls+xvbn+=deposited
in ^in++++=in
the ^ati++++=the
Herbarium ^np+++??+=Herbarium
Maria ^&fw++++=Maria
Eneida ^np+++??+=Eneida
Kaufmann ^np+++??+=Kaufmann
Fidalgo ^np+++??+=Fidalgo
at ^in++++=at
the ^ati++++=the
Instituto ^np+++??+=Instituto
de ^&fw++++=de
Bot ^np+++??+=Bot
nica ^nn+++??+=nica,
, ^zz++++=EXTRAWORD
located ^xvbn+++xvbn+=located
in ^in++++=in
the ^ati++++=the
municipality ^nn++++=municipality
of ^in++++=of
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo,
, ^zz++++=EXTRAWORD
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo
State ^nn++++=State,
, ^zz++++=EXTRAWORD
Brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
Digital ^jj+atrb+++=Digital
images ^nns++++=images
were ^vbd+bed+aux++=were
captured ^vpsv++agls+xvbnx+=captured
using ^vbg+++xvbg+=using
a ^at++++=a
Leica ^np+++??+=Leica
Dm ^np+++??+=DM
Lb2 ^np+++??+=LB2
optical ^jj+atrb+++=optical
microscope ^nn++++=microscope
equipped ^jj++++=equipped
with ^in++++=with
a ^at++++=a
leica ^np++++=Leica
dfrc ^np++++=DFRC
280 ^cd++++=280
digital ^jj+atrb+++=digital
camera ^nn++++=camera.
. ^zz++++=EXTRAWORD
