Several ^ap++++=Several
drugs ^nns++++=drugs
have ^vb+hv+aux++=have
recently ^rb+tm+splt++=recently
been ^vprf+ben+aux+xvbnx+=been
investigated ^vpsv++agls+xvbnx+=investigated
for ^in++++=for
their ^pp$+pp3+++=their
ability ^nn++++=ability
to ^to+ncmp+++=to
inhibit ^vbi++++=inhibit
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
replication ^nn+++??+=replication,
, ^zz++++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
adenosine ^nn+++??+=adenosine
analog ^nn+++??+=analog
remdesivir ^nn+++??+=remdesivir,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
targets ^nns++++=targets
the ^ati++++=the
Rna ^np+++??+=RNA-dependent
- ^zz++++=EXTRAWORD
dependent ^jj+atrb+++=EXTRAWORD
Rna ^np+++??+=RNA
polymerase ^nn+++??+=polymerase
( ^zz++++=(RdRp)
rdrp ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
is ^vbz+bez+aux++=is
incorporated ^vpsv++agls+xvbnx+=incorporated
into ^in++++=into
viral ^nn+++??+=viral
Rna ^np+++??+=RNA
chains ^nns++++=chains,
, ^zz++++=EXTRAWORD
leading ^jj+++xvbg+=leading
to ^in++++=to
premature ^jj+atrb+++=premature
termination ^nn++++=termination
of ^in++++=of
Rna ^np+++??+=RNA
synthesis ^nn++++=synthesis.
. ^zz++++=EXTRAWORD
Remdesivir ^np+++??+=Remdesivir
was ^vbd+bedz+aux++=was
initially ^rb+tm+splt++=initially
demonstrated ^vpsv++agls+xvbnx+=demonstrated
to ^to++++=to
be ^vbi++vrb++=be
effective ^jj+pred+++=effective
against ^in++++=against
the ^ati++++=the
Ebola ^np+++??+=Ebola
virus ^nn++++=virus
( ^zz++++=(Warren
warren ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2016 ^cd++++=2016)
) ^zz++++=EXTRAWORD
and ^cc++++=and
has ^vbz+hvz+aux++=has
also ^rb++splt++=also
shown ^vprf+++xvbnx+=shown
activity ^nn++++=activity
against ^in++++=against
other ^ap++++=other
viruses ^nns++++=viruses,
, ^zz++++=EXTRAWORD
including ^in++++=including
those ^dt+dem+++=those
in ^in++++=in
the ^ati++++=the
Filoviridae ^np+++??+=Filoviridae,
, ^zz++++=EXTRAWORD
Paramyxoviridae ^np+++??+=Paramyxoviridae,
, ^zz++++=EXTRAWORD
Pneumoviridae ^np+++??+=Pneumoviridae,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Orthocoronavirinae ^np+++??+=Orthocoronavirinae
families ^nns++++=families
( ^zz++++=(Brown
brown ^jj++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2019 ^cd++++=2019).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
sequence ^nn++++=sequence
identity ^nn++++=identity
among ^in++++=among
coronavirus ^nns+++??+=coronavirus
Rdrps ^np+++??+=RdRps
ranges ^nns++++=ranges
from ^in++++=from
70 ^cd++++=70%
% ^zz++++=EXTRAWORD
to ^to++++=to
90 ^cd++++=90%,
% ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
remdesivir ^nn+++??+=remdesivir
exhibits ^nns++++=exhibits
a ^at++++=a
broad ^jj+atrb+++=broad
spectrum ^nn+++??+=spectrum
of ^in++++=of
antiviral ^nn+++??+=antiviral
activity ^nn++++=activity
( ^zz++++=(Brown
brown ^jj++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2019 ^cd++++=2019)
) ^zz++++=EXTRAWORD
and ^cc++++=and
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
shown ^vpsv++agls+xvbnx+=shown
to ^to+vcmp+++=to
inhibit ^vbi++++=inhibit
both ^abx++++=both
Sars ^np+++??+=SARS-CoV
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
and ^cc++++=and
Mers ^np+++??+=MERS-CoV
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
( ^zz++++=(Sheahan
sheahan ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2017 ^cd++++=2017).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Recent ^jj+atrb+++=Recent
studies ^nns++++=studies
have ^vb+hv+aux++=have
indicated ^vprf+++xvbnx+=indicated
that ^tht+vcmp+++=that
remdesivir ^nn+++??+=remdesivir
is ^vbz+bez+vrb++=is
also ^rb++++=also
active ^jj+pred+++=active
against ^in++++=against
Sars ^np+++??+=SARS-CoV-2,
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
consistent ^jj++++=consistent
with ^in++++=with
its ^pp$+it+++=its
mechanism ^nn++++=mechanism
of ^in++++=of
action ^nn++++=action
as ^in++++=as
a ^at++++=a
nucleotide ^nn+++??+=nucleotide
analog ^nn+++??+=analog
( ^zz++++=(Wang
wang ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020b ^cd++++=2020b).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
nucleotide ^nn+++??+=nucleotide
analogs ^nns+++??+=analogs,
, ^zz++++=EXTRAWORD
including ^in++++=including
