A ^at++++=A
total ^nn++++=total
of ^in++++=of
33 ^cd++++=33
taxa ^nn+++??+=taxa
of ^in++++=of
aquatic ^jj+atrb+++=aquatic
Hyphomycetes ^np+++??+=Hyphomycetes
were ^vbd+bed+aux++=were
identified ^vpsv++agls+xvbnx+=identified
in ^in++++=in
the ^ati++++=the
water ^nn++++=water
bodies ^nns++++=bodies
of ^in++++=of
Parque ^np+++??+=Parque
Estadual ^np+++??+=Estadual
da ^np++++=da
Ilha ^np+++??+=Ilha
do ^vb+do+vrb++=do
Cardoso ^np+++??+=Cardoso,
, ^zz++++=EXTRAWORD
with ^in++++=with
97 ^cd++++=97
occurrences ^nns++++=occurrences
documented ^vwbn+++xvbn+=documented
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
2 ^zz++++=2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
first ^od++++=first
sampling ^nn++++=sampling,
, ^zz++++=EXTRAWORD
18 ^cd++++=18
taxa ^nn+++??+=taxa
were ^vbd+bed+aux++=were
recorded ^vpsv++agls+xvbnx+=recorded,
, ^zz++++=EXTRAWORD
corresponding ^jj+++xvbg+=corresponding
to ^to++++=to
26 ^cd++++=26
occurrences ^nns++++=occurrences.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
and ^cc++++=and
third ^od++++=third
samplings ^nns+++??+=samplings
yielded ^vbd+++xvbn+=yielded
15 ^cd++++=15
and ^cc++++=and
14 ^cd++++=14
taxa ^nn+++??+=taxa,
, ^zz++++=EXTRAWORD
with ^in++++=with
22 ^cd++++=22
and ^cc++++=and
19 ^cd++++=19
occurrences ^nns++++=occurrences,
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
fourth ^od++++=fourth
sampling ^nn++++=sampling,
, ^zz++++=EXTRAWORD
17 ^cd++++=17
taxa ^nn++++=taxa
were ^vbd+bed+aux++=were
observed ^vpsv++agls+xvbn+=observed,
, ^zz++++=EXTRAWORD
accounting ^nn++++=accounting
for ^in++++=for
30 ^cd++++=30
occurrences ^nns++++=occurrences.
. ^zz++++=EXTRAWORD
