The ^ati++++=The
innate ^jj+atrb+++=innate
immune ^jj+atrb+++=immune
response ^nn++++=response,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
includes ^vb++++=includes
macrophages ^nns+++??+=macrophages,
, ^zz++++=EXTRAWORD
Cd4 ^np+++??+=CD4+
+ ^zz++++=EXTRAWORD
lymphocytes ^nns+++??+=lymphocytes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
natural ^jj+atrb+++=natural
killer ^nn++++=killer
cells ^nns++++=cells,
, ^zz++++=EXTRAWORD
plays ^nns++++=plays
a ^at++++=a
critical ^jj+atrb+++=critical
role ^nn++++=role
in ^in++++=in
the ^ati++++=the
elimination ^nn++++=elimination
of ^in++++=of
viral ^nn+++??+=viral
pathogens ^nns++++=pathogens.
. ^zz++++=EXTRAWORD
Variability ^nn++++=Variability
in ^in++++=in
the ^ati++++=the
impact ^nn++++=impact
of ^in++++=of
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
infection ^nn++++=infection
across ^in+pl+++=across
different ^jj+atrb+++=different
countries ^nns++++=countries
and ^cc++++=and
among ^in++++=among
individuals ^nns++++=individuals
with ^in++++=with
similar ^jj+atrb+++=similar
exposure ^nn++++=exposure
levels ^nns++++=levels
may ^md+pos+++=may
be ^vb+be+vrb++=be
attributable ^jj+pred+++=attributable
to ^in++++=to
differences ^nns++++=differences
in ^in++++=in
immune ^jj+atrb+++=immune
system ^nn++++=system
responses ^nns++++=responses.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
essential ^jj++++=essential
to ^to+jcmp+++=to
understand ^vbi+vprv+++=understand
the ^ati++++=the
quality ^nn++++=quality
and ^cc++++=and
effectiveness ^nn++++=effectiveness
of ^in++++=of
both ^abx++++=both
individual ^nn++++=individual
and ^cc++++=and
collective ^jj+atrb+++=collective
innate ^jj+atrb+++=innate
immune ^jj+atrb+++=immune
responses ^nns++++=responses.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
context ^nn++++=context,
, ^zz++++=EXTRAWORD
the ^ati++++=the
present ^jj+atrb+++=present
study ^nn++++=study
aimed ^vbd+++xvbn+=aimed
to ^to+vcmp+++=to
examine ^vbi++++=examine
the ^ati++++=the
correlation ^nn++++=correlation
between ^in++++=between
the ^ati++++=the
epidemic ^nn++++=epidemic
impact ^nn++++=impact
observed ^vbd+++xvbn+=observed
in ^in++++=in
various ^jj+atrb+++=various
countries ^nns++++=countries
over ^in++++=over
three ^cd++++=three
consecutive ^jj+atrb+++=consecutive
months ^nns++++=months
and ^cc++++=and
their ^pp$+pp3+++=their
respective ^jj+atrb+++=respective
Bacillus ^np+++??+=Bacillus
Calmette ^np+++??+=Calmette
Gu ^np+++??+=Gu
rin ^nn+++??+=rin
( ^zz++++=(BCG)
bcg ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
vaccination ^nn++++=vaccination
status ^nn++++=status,
, ^zz++++=EXTRAWORD
given ^vpbn+v++xvbn+=given
that ^dt+dem+++=that
Bcg ^np+++??+=BCG
vaccination ^nn++++=vaccination
is ^vbz+bez+aux++=is
known ^vbn+vprv+++=known
to ^to+vcmp+++=to
primarily ^rb+down+splt++=primarily
activate ^vbi++++=activate
or ^cc++++=or
train ^nn++++=train
innate ^jj+atrb+++=innate
immunity ^nn++++=immunity.
. ^zz++++=EXTRAWORD
