The ^ati++++=The
functions ^nns++++=functions
described ^vbd+++xvbn+=described
may ^md+pos+++=may
partially ^rb+down+++=partially
account ^nn++++=account
for ^in++++=for
the ^ati++++=the
findings ^nns++++=findings
related ^vbd+++xvbn+=related
to ^in++++=to
vitamin ^nn++++=vitamin
A ^at++++=A
in ^in++++=in
the ^ati++++=the
present ^jj+atrb+++=present
study ^nn++++=study,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
showed ^vbd+vprv++xvbn+=showed
that ^tht+vcmp+++=that
deficiency ^nn++++=deficiency
of ^in++++=of
this ^dt+dem+++=this
nutrient ^jj++++=nutrient
in ^in++++=in
children ^nns++++=children
was ^vbd+bedz+aux++=was
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
outcomes ^nns+++??+=outcomes
including ^in++++=including
cough ^nn++++=cough
accompanied ^vwbn+++xvbn+=accompanied
by ^in++++=by
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
an ^at++++=an
increased ^jj+atrb++xvbn+=increased
number ^nn++++=number
of ^in++++=of
doctor ^nn++++=doctor
visits ^nns++++=visits,
, ^zz++++=EXTRAWORD
higher ^jjr++++=higher
total ^jj+atrb+++=total
respiratory ^jj+atrb+++=respiratory
resistance ^nn++++=resistance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
reduced ^jj+atrb++xvbn+=reduced
response ^nn++++=response
to ^in++++=to
clinical ^jj+atrb+++=clinical
treatment ^nn++++=treatment
of ^in++++=of
acute ^jj+atrb+++=acute
upper ^jjb+atrb+++=upper
respiratory ^jj+atrb+++=respiratory
infection ^nn++++=infection.
. ^zz++++=EXTRAWORD
