According ^in+cmpx+++=According
to ^in++++=to
Bergman ^np+++??+=Bergman
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2020)
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
( ^zz++++=(20),
20 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
incidence ^nn++++=incidence
rate ^nn++++=rate
over ^in++++=over
time ^nn++++=time
is ^vbz+bez+aux++=is
influenced ^vpsv++by+xvbnx+=influenced
by ^in++++=by
various ^jj+atrb+++=various
biological ^jj+atrb+++=biological
factors ^nns++++=factors,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
microorganism ^nn+++??+=microorganism-host
- ^zz++++=EXTRAWORD
host ^nn++++=EXTRAWORD
interactions ^nns++++=interactions,
, ^zz++++=EXTRAWORD
the ^ati++++=the
size ^nn++++=size
of ^in++++=of
the ^ati++++=the
susceptible ^jj+atrb+++=susceptible
population ^nn++++=population,
, ^zz++++=EXTRAWORD
the ^ati++++=the
contagiousness ^nns+++??+=contagiousness
of ^in++++=of
the ^ati++++=the
infection ^nn++++=infection,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rate ^nn++++=rate
of ^in++++=of
testing ^xvbg+++xvbg+=testing.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
incidence ^nn++++=incidence
rate ^nn++++=rate
is ^vbz+bez+aux++=is
affected ^vpsv++by+xvbnx+=affected
by ^in++++=by
the ^ati++++=the
organizational ^jj+atrb+++=organizational
capacity ^nn++++=capacity
and ^cc++++=and
infrastructure ^nn+++??+=infrastructure
of ^in++++=of
the ^ati++++=the
health ^nn++++=health
sector ^nn++++=sector
within ^in++++=within
a ^at++++=a
given ^jj+atrb++xvbn+=given
territory ^nn++++=territory.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
regions ^nns++++=regions
with ^in++++=with
greater ^jjr+atrb+++=greater
economic ^jj+atrb+++=economic
resources ^nns++++=resources
tend ^vb++++=tend
to ^to+vcmp+++=to
have ^vbi++++=have
more ^rbr++++=more
extensive ^jj+atrb+++=extensive
testing ^jj+atrb++xvbg+=testing
capabilities ^nns++++=capabilities,
, ^zz++++=EXTRAWORD
a ^at++++=a
finding ^vbg+++xvbg+=finding
that ^tht+vcmp+++=that
was ^vbd+bedz+aux++=was
corroborated ^vpsv++agls+xvbn+=corroborated
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study.
. ^zz++++=EXTRAWORD
