Although ^cs+con+++=Although
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
considerable ^jj+atrb+++=considerable
variation ^nn++++=variation
in ^in++++=in
ph ^nn++++=pH
values ^nns++++=values
among ^in++++=among
the ^ati++++=the
sampling ^nn++++=sampling
sites ^nns++++=sites
( ^zz++++=(ranging
ranging ^vbg+++xvbg+=EXTRAWORD
from ^in++++=from
3.84 ^cd++++=3.84
to ^to++++=to
8.75 ^cd++++=8.75),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
values ^nns++++=values
were ^vbd+bed+vrb++=were
consistent ^jj+pred+++=consistent
with ^in++++=with
those ^dt+dem+++=those
reported ^jj+++xvbn+=reported
in ^in++++=in
previous ^jj+atrb+++=previous
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
Nascimento ^np+++??+=Nascimento
( ^zz++++=(2007),
2007 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
observed ^vbd+vprv++xvbn+=observed
ph ^nn++++=pH
values ^nns++++=values
between ^in++++=between
5.8 ^cd++++=5.8
and ^cc++++=and
6.6 ^cd++++=6.6,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Schoenlein ^np+++??+=Schoenlein-Crusius
- ^zz++++=EXTRAWORD
crusius ^nns+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2009),
2009 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
reported ^vbd+vpub++xvbn+=reported
a ^at++++=a
range ^nn++++=range
from ^in++++=from
3.36 ^cd++++=3.36
to ^to++++=to
9.08 ^cd++++=9.08.
. ^zz++++=EXTRAWORD
