The ^ati++++=The
species ^nn++++=species
was ^vbd+bedz+aux++=was
first ^od++++=first
described ^vpsv++by+xvbn+=described
by ^in++++=by
Anastasiou ^np+++??+=Anastasiou
( ^zz++++=(1964)
1964 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
as ^ql++++=as
Dactyllela ^np+++??+=Dactyllela
appendiculata ^nn+++??+=appendiculata,
, ^zz++++=EXTRAWORD
characterized ^nn+++??+=characterized
by ^in++++=by
the ^ati++++=the
presence ^nn++++=presence
of ^in++++=of
appendages ^nns+++??+=appendages.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
produces ^vbz++++=produces
either ^dtx++++=either
curved ^jj+atrb+++=curved
conidia ^nn+++??+=conidia,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
derived ^xvbn+++xvbn+=derived
from ^in++++=from
a ^at++++=a
curved ^jj+atrb+++=curved
spore ^nn+++??+=spore
primordium ^nn+++??+=primordium,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
straight ^jj+atrb+++=straight
conidia ^nn+++??+=conidia,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
derived ^xvbn+++xvbn+=derived
from ^in++++=from
a ^at++++=a
straight ^jj+atrb+++=straight
spore ^nn+++??+=spore
primordium ^nn+++??+=primordium.
. ^zz++++=EXTRAWORD
Subsequently ^rb+cnj+++=Subsequently,
, ^zz++++=EXTRAWORD
Nawawi ^np+++??+=Nawawi
( ^zz++++=(1976)
1976 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
established ^vbd+vprv++xvbn+=established
the ^ati++++=the
new ^jj+atrb+++=new
genus ^nns+++??+=genus
Laridospora ^np+++??+=Laridospora
and ^cc++++=and
recombined ^nn+++??+=recombined
Dactyllela ^np+++??+=Dactyllela
appendiculata ^nn+++??+=appendiculata
as ^ql++++=as
Laridospora ^np+++??+=Laridospora
appendiculata ^nn+++??+=appendiculata,
, ^zz++++=EXTRAWORD
observing ^vbg+vprv++xvbg+=observing
only ^rb+down+++=only
curved ^jj+atrb+++=curved
conidia ^nn+++??+=conidia
and ^cc++++=and
appendages ^nns+++??+=appendages.
. ^zz++++=EXTRAWORD
Rubner ^np+++??+=Rubner
and ^cc++++=and
Gams ^np+++??+=Gams
later ^rbr+tm+++=later
classified ^vbd+++xvbn+=classified
L ^zz++++=L.
. ^zz++++=EXTRAWORD
appendiculata ^nn+++??+=appendiculata
as ^ql++++=as
Monacrosporium ^np+++??+=Monacrosporium
tentaculatum ^nn+++??+=tentaculatum,
, ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=based
solely ^rb++++=solely
on ^in++++=on
its ^pp$+it+++=its
predatory ^jj+atrb+++=predatory
behavior ^nn++++=behavior,
, ^zz++++=EXTRAWORD
without ^in++++=without
considering ^xvbg+++xvbg+=considering
ecological ^nn+++??+=ecological
factors ^nns++++=factors
or ^cc++++=or
the ^ati++++=the
presence ^nn++++=presence
of ^in++++=of
conidial ^nn+++??+=conidial
appendages ^nns+++??+=appendages
associated ^vbd+++xvbn+=associated
with ^in++++=with
aquatic ^jj+atrb+++=aquatic
habitats ^nns+++??+=habitats,
, ^zz++++=EXTRAWORD
noting ^vbg+vprv++xvbg+=noting
that ^tht+vcmp+++=that
M ^zz++++=M.
. ^zz++++=EXTRAWORD
tentaculatum ^nn+++??+=tentaculatum
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
an ^at++++=an
aquatic ^jj+atrb+++=aquatic
species ^nn++++=species
( ^zz++++=(Rubner
rubner ^nn+++??+=EXTRAWORD
1996 ^cd+date+++=1996).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
molecular ^jj+atrb+++=molecular
analyses ^nns++++=analyses
by ^in++++=by
Scholler ^np+++??+=Scholler
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(1999)
1999 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
determined ^vbd+++xvbn+=determined
that ^tht+vcmp+++=that
M ^zz++++=M.
. ^zz++++=EXTRAWORD
tentaculatum ^nn+++??+=tentaculatum
is ^vbz+bez+vrb++=is
synonymous ^jj+pred+++=synonymous
with ^in++++=with
Dactyllelina ^np+++??+=Dactyllelina
appendiculata ^nn+++??+=appendiculata.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
study ^nn++++=study
represents ^vbz++++=represents
the ^ati++++=the
first ^od++++=first
record ^vb+vpub+++=record
of ^in++++=of
d ^zz++++=D.
. ^zz++++=EXTRAWORD
appendiculata ^nn++++=appendiculata
in ^in++++=in
brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
