The ^ati++++=The
protection ^nn++++=protection
of ^in++++=of
healthcare ^nn+++??+=healthcare
workers ^nns++++=workers
and ^cc++++=and
the ^ati++++=the
preparedness ^nns+++??+=preparedness
of ^in++++=of
intensive ^jj+atrb+++=intensive
care ^nn++++=care
units ^nns++++=units
( ^zz++++=(ICUs)
icus ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
to ^to++++=to
manage ^vbi++++=manage
epidemic ^nn++++=epidemic
clusters ^nns++++=clusters
should ^md+nec+++=should
be ^vb+be+vrb++=be
prioritized ^nn+++??+=prioritized.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
role ^nn++++=role
of ^in++++=of
healthcare ^nn+++??+=healthcare
workers ^nns++++=workers
in ^in++++=in
facilitating ^xvbg+++xvbg+=facilitating
patient ^nn++++=patient-to-patient
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
patient ^nn++++=EXTRAWORD
transmission ^nn++++=transmission
of ^in++++=of
pathogens ^nns++++=pathogens
is ^vbz+bez+aux++=is
well ^rb++++=well
established ^vbd+vprv++xvbn+=established,
, ^zz++++=EXTRAWORD
emerging ^vbg+++xvbg+=emerging
evidence ^nn++++=evidence
indicates ^vbz+vpub+++=indicates
that ^tht+vcmp+++=that
environmental ^jj+atrb+++=environmental
contamination ^nn++++=contamination,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
of ^in++++=of
high ^jj++++=high-touch
- ^zz++++=EXTRAWORD
touch ^nn++++=EXTRAWORD
surfaces ^nns++++=surfaces,
, ^zz++++=EXTRAWORD
plays ^nns++++=plays
a ^at++++=a
significant ^jj+atrb+++=significant
role ^nn++++=role
in ^in++++=in
the ^ati++++=the
spread ^nn+++xvbn+=spread
of ^in++++=of
infectious ^nns+++??+=infectious
agents ^nns++++=agents.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
healthcare ^nn+++??+=healthcare
workers ^nns++++=workers
are ^vb+ber+vrb++=are
at ^rb++++=at
an ^at++++=an
elevated ^nn++++=elevated
risk ^vb++++=risk
of ^in++++=of
infection ^nn++++=infection
[ ^zz++++=[4,
4 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
5 ^zz++++=5,
, ^zz++++=EXTRAWORD
6 ^zz++++=6].
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
