A ^at++++=A
virus ^nn++++=virus
such ^abl++++=such
as ^ql++++=as
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
does ^vbz+doz+aux++=does
not ^xnot++not++=not
exploit ^vb++++=exploit
weaknesses ^nns++++=weaknesses
in ^in++++=in
a ^at++++=a
purposeful ^jj+atrb+++=purposeful
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
rather ^rb++++=rather
presents ^vbz++++=presents
potentialities ^nns++++=potentialities
that ^tht+rel+subj++=that
can ^md+pos+++=can
serve ^vb++++=serve
as ^ql++++=as
catalysts ^nns+++??+=catalysts
for ^in++++=for
changes ^nns++++=changes
in ^in++++=in
human ^jj+atrb+++=human
behavior ^nn++++=behavior,
, ^zz++++=EXTRAWORD
cognition ^nn++++=cognition,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
decision ^nn++++=decision-making
- ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=EXTRAWORD
processes ^nns++++=processes.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
essential ^jj++++=essential
to ^to+jcmp+++=to
implement ^vbi++++=implement
educational ^jj+atrb+++=educational
approaches ^nns++++=approaches
that ^tht+rel+subj++=that
equip ^vb++++=equip
both ^abx++++=both
educators ^nns++++=educators
and ^cc++++=and
learners ^nns++++=learners
with ^in++++=with
the ^ati++++=the
ability ^nn++++=ability
to ^to+ncmp+++=to
understand ^vbi+vprv+++=understand
and ^cc+phrs+++=and
interpret ^vb++++=interpret
reality ^nn++++=reality
through ^in++++=through
a ^at++++=a
scientific ^jj+atrb+++=scientific
framework ^nn++++=framework.
. ^zz++++=EXTRAWORD
