A ^at++++=A
randomized ^nn++++=randomized
controlled ^vwbn+++xvbn+=controlled
study ^vb++++=study
conducted ^vbd+++xvbn+=conducted
in ^in++++=in
Israel ^np++++=Israel
found ^vbd+vprv++xvbn+=found
no ^at++++=no
significant ^jj+atrb+++=significant
difference ^nn++++=difference
in ^in++++=in
incidence ^nn++++=incidence
rates ^nns++++=rates
among ^in++++=among
young ^jj+atrb+++=young
individuals ^nns++++=individuals
born ^vwbn+++xvbn+=born
three ^cd++++=three
years ^nns++++=years
before ^in++++=before
and ^cc++++=and
three ^cd++++=three
years ^nns++++=years
after ^in++++=after
the ^ati++++=the
discontinuation ^nn+++??+=discontinuation
of ^in++++=of
their ^pp$+pp3+++=their
vaccination ^nn++++=vaccination
program ^nn+++??+=program.
. ^zz++++=EXTRAWORD
The ^ati++++=The
authors ^nns++++=authors
noted ^vbd+vprv++xvbn+=noted
that ^tht+vcmp+++=that
these ^dt+dem+++=these
findings ^nns++++=findings
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
used ^vpsv++++=used
to ^to++++=to
evaluate ^vb++++=evaluate
the ^ati++++=the
impact ^nn++++=impact
or ^cc++++=or
severity ^nn++++=severity
of ^in++++=of
Covid ^np+++??+=COVID-19.
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
conclusions ^nns++++=conclusions
of ^in++++=of
this ^dt+dem+++=this
study ^nn++++=study
are ^vb+ber+vrb++=are
consistent ^jj+pred+++=consistent
with ^in++++=with
the ^ati++++=the
present ^jj+atrb+++=present
results ^nns++++=results,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
acceleration ^nn++++=acceleration
of ^in++++=of
cases ^nns++++=cases
did ^vbd+dod+aux++=did
not ^xnot++not++=not
differ ^vb++++=differ
in ^in++++=in
contexts ^nns++++=contexts
where ^wrb+who+++=where
mortality ^nn++++=mortality
and ^cc++++=and
lethality ^nn+++??+=lethality
ratios ^nns++++=ratios
varied ^vbd+++xvbn+=varied
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
2 ^zz++++=2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
findings ^nns++++=findings
support ^vb++++=support
the ^ati++++=the
hypothesis ^nn++++=hypothesis
that ^tht+ncmp+++=that
the ^ati++++=the
Bcg ^np+++??+=BCG
vaccine ^nn++++=vaccine
does ^vbz+doz+aux++=does
not ^xnot++not++=not
prevent ^vb++++=prevent
disease ^nn++++=disease
transmission ^nn++++=transmission
but ^cc++++=but
may ^md+pos+++=may
provide ^vb+vsua+++=provide
protection ^nn++++=protection
against ^in++++=against
severe ^jj+atrb+++=severe
outcomes ^nns++++=outcomes.
. ^zz++++=EXTRAWORD
