A ^at++++=A
recent ^jj+atrb+++=recent
study ^nn++++=study
by ^in++++=by
V ^zz++++=V
kovski ^nn+++??+=kovski
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2019)
2019 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
investigated ^vbd+++xvbn+=investigated
cellular ^jj++++=cellular
pathways ^vbz+++??+=pathways
associated ^vbd+++xvbn+=associated
with ^in++++=with
the ^ati++++=the
coronavirus ^nns+++??+=coronavirus
replication ^nn+++??+=replication-transcription
- ^zz++++=EXTRAWORD
transcription ^nn+++??+=EXTRAWORD
complex ^jj++++=complex
( ^zz++++=(RTC)
rtc ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=using
mouse ^nn++++=mouse
hepatitis ^nns+++??+=hepatitis
virus ^nn++++=virus
( ^zz++++=(MHV)
mhv ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
model ^nn++++=model
system ^nn++++=system.
. ^zz++++=EXTRAWORD
The ^ati++++=The
study ^nn++++=study
demonstrated ^vbd+vprv++xvbn+=demonstrated
that ^tht+vcmp+++=that
the ^ati++++=the
Rtc ^np+++??+=RTC
interacts ^nns+++??+=interacts
with ^in++++=with
translation ^nn++++=translation
initiation ^nn++++=initiation
factors ^nns++++=factors,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
these ^dt+dem+++=these
interactions ^nns++++=interactions
may ^md+pos+++=may
be ^vb+be+vrb++=be
transient ^jj+pred+++=transient
and ^cc+phrs+++=and
limited ^jj+++xvbn+=limited
to ^in++++=to
specific ^jj+atrb+++=specific
phases ^nns++++=phases
of ^in++++=of
the ^ati++++=the
viral ^nn+++??+=viral
replication ^nn+++??+=replication
cycle ^nn++++=cycle.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
knockdown ^nn+++??+=knockdown
of ^in++++=of
certain ^jj+atrb+++=certain
translation ^nn++++=translation
initiation ^nn++++=initiation
factors ^nns++++=factors,
, ^zz++++=EXTRAWORD
including ^in++++=including
eif3e ^nn+++??+=eIF3E,
, ^zz++++=EXTRAWORD
eif3f ^nn+++??+=eIF3F,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
eif3i ^nn+++??+=eIF3I,
, ^zz++++=EXTRAWORD
resulted ^j+++xvbn+=resulted
in ^in++++=in
a ^at++++=a
reduction ^nn++++=reduction
of ^in++++=of
Mhv ^np+++??+=MHV
replication ^nn+++??+=replication.
. ^zz++++=EXTRAWORD
The ^ati++++=The
study ^nn++++=study
also ^rb++++=also
identified ^xvbn+++xvbn+=identified
associations ^nns++++=associations
between ^in++++=between
the ^ati++++=the
Rtc ^np+++??+=RTC
And ^cc++++=and
Proteins ^vbz++++=proteins
Involved ^vpsv++agls+xvbn+=involved
In ^in++++=in
Transport ^nn++++=transport
And ^cc++++=and
Intracellular ^jj+atrb+++=intracellular
Organization ^nn++++=organization.
 ^zz++++=EXTRAWORD
