According ^in+cmpx+++=According
to ^in++++=to
Hattingh ^np+++??+=Hattingh
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(13),
13 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
significant ^jj+atrb+++=significant
areas ^nns++++=areas
of ^in++++=of
activation ^nn+++??+=activation
in ^in++++=in
individuals ^nns++++=individuals
with ^in++++=with
social ^jj+atrb+++=social
anxiety ^nn++++=anxiety
disorder ^nn++++=disorder
include ^vb++++=include
the ^ati++++=the
bilateral ^nn+++??+=bilateral
amygdaloid ^nn+++??+=amygdaloid
complex ^jj++++=complex,
, ^zz++++=EXTRAWORD
the ^ati++++=the
left ^jj+atrb++xvbn+=left
medial ^nn+++??+=medial
temporal ^jj+atrb+++=temporal
lobe ^nn+++??+=lobe
encompassing ^nn+++??+=encompassing
the ^ati++++=the
entorhinal ^nn+++??+=entorhinal
cortex ^nn++++=cortex,
, ^zz++++=EXTRAWORD
the ^ati++++=the
left ^jj+atrb++xvbn+=left
medial ^nn+++??+=medial
aspect ^nn++++=aspect
of ^in++++=of
the ^ati++++=the
inferior ^jj+atrb+++=inferior
temporal ^jj+atrb+++=temporal
lobe ^nn+++??+=lobe
including ^in++++=including
the ^ati++++=the
perirhinal ^nn+++??+=perirhinal
cortex ^nn++++=cortex
and ^cc++++=and
parahippocampal ^nn+++??+=parahippocampal
gyrus ^nns+++??+=gyrus,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
right ^jj+atrb+++=right
anterior ^jj+atrb+++=anterior
cingulate ^nn+++??+=cingulate
cortex ^nn++++=cortex.
. ^zz++++=EXTRAWORD
The ^ati++++=The
amygdaloid ^nn+++??+=amygdaloid
complex ^jj++++=complex,
, ^zz++++=EXTRAWORD
entorhinal ^nn+++??+=entorhinal
cortex ^nn++++=cortex,
, ^zz++++=EXTRAWORD
cingulate ^nn+++??+=cingulate
gyrus ^nns+++??+=gyrus,
, ^zz++++=EXTRAWORD
hippocampus ^nns+++??+=hippocampus,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
parahippocampal ^nn+++??+=parahippocampal
gyrus ^nns+++??+=gyrus
are ^vb+ber+vrb++=are
all ^abn++++=all
components ^nns++++=components
of ^in++++=of
the ^ati++++=the
limbic ^nn+++??+=limbic
system ^nn++++=system,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
the ^ati++++=the
primary ^jj+atrb+++=primary
encephalic ^nn+++??+=encephalic
system ^nn++++=system
involved ^vbd+++xvbn+=involved
in ^in++++=in
the ^ati++++=the
regulation ^nn++++=regulation
of ^in++++=of
emotions ^nns++++=emotions
in ^in++++=in
humans ^nns++++=humans
and ^cc++++=and
other ^ap++++=other
mammals ^nns++++=mammals.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
individuals ^nns++++=individuals
with ^in++++=with
social ^jj+atrb+++=social
anxiety ^nn++++=anxiety
disorder ^nn++++=disorder
exhibit ^nn++++=exhibit
specific ^jj+atrb+++=specific
cortical ^nn+++??+=cortical
thinning ^jj++++=thinning
in ^in++++=in
the ^ati++++=the
right ^jj+atrb+++=right
hemisphere ^nn++++=hemisphere,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
the ^ati++++=the
frontal ^jj++++=frontal,
, ^zz++++=EXTRAWORD
temporal ^jj++++=temporal,
, ^zz++++=EXTRAWORD
parietal ^nn++++=parietal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
insular ^nn++++=insular
cortices ^nns++++=cortices
( ^zz++++=(14).
14 ^cd++++=EXTRAWORD
). ^nn++++=EXTRAWORD
