A ^at++++=A
journal ^nn++++=journal
is ^vbz+bez+vrb++=is
capable ^jj+pred+++=capable
of ^in++++=of
publishing ^xvbg+++xvbg+=publishing
high ^jj++++=high-quality,
- ^zz++++=EXTRAWORD
quality ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
robust ^jj+atrb+++=robust
scientific ^jj+atrb+++=scientific
research ^nn++++=research
regardless ^rb++++=regardless
of ^in++++=of
its ^pp$+it+++=its
rate ^nn++++=rate
of ^in++++=of
self ^nn++++=self-citation.
- ^zz++++=EXTRAWORD
citation ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
inherent ^jj+atrb+++=inherent
correlation ^nn++++=correlation
between ^in++++=between
journal ^nn++++=journal-level
- ^zz++++=EXTRAWORD
level ^nn++++=EXTRAWORD
self ^nn++++=self-citation
- ^zz++++=EXTRAWORD
citation ^nn+++??+=EXTRAWORD
rates ^nns++++=rates
and ^cc++++=and
the ^ati++++=the
quality ^nn++++=quality
of ^in++++=of
research ^nn++++=research
published ^vbd+++xvbn+=published,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
high ^jj++++=high-output
- ^zz++++=EXTRAWORD
output ^nn++++=EXTRAWORD
journals ^nns++++=journals
such ^abl++++=such
as ^ql++++=as
Zootaxa ^np+++??+=Zootaxa.
. ^zz++++=EXTRAWORD
The ^ati++++=The
approach ^nn++++=approach
taken ^vwbn+++xvbn+=taken
by ^in++++=by
Clarivate ^np+++??+=Clarivate
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
prioritize ^vbi+++??+=prioritize
the ^ati++++=the
promotion ^nn++++=promotion
of ^in++++=of
competition ^nn++++=competition
among ^in++++=among
journals ^nns++++=journals,
, ^zz++++=EXTRAWORD
potentially ^rb++++=potentially
to ^to++++=to
support ^vbi++++=support
the ^ati++++=the
commercial ^jj+atrb+++=commercial
sale ^nn++++=sale
of ^in++++=of
its ^pp$+it+++=its
journal ^nn++++=journal
ranking ^vwbg+++xvbg+=ranking
data ^nns++++=data
and ^cc++++=and
analytics ^nns+++??+=analytics.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
the ^ati++++=the
publishing ^jj+++xvbg+=publishing
and ^cc++++=and
citation ^nn+++??+=citation
practices ^nns++++=practices
of ^in++++=of
zoological ^nn+++??+=zoological
taxonomists ^vbz+++??+=taxonomists
do ^vb+do+vrb++=do
not ^xnot++not++=not
necessarily ^rb++++=necessarily
align ^vb+++??+=align
with ^in++++=with
the ^ati++++=the
evaluative ^jj+atrb+++=evaluative
models ^nns++++=models
promoted ^vwbn+++xvbn+=promoted
by ^in++++=by
Clarivate ^np+++??+=Clarivate.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
therefore ^rb+cnj+++=therefore
questionable ^jj+pred+++=questionable
whether ^cs+who+++=whether
a ^at++++=a
profit ^nn++++=profit-driven
- ^zz++++=EXTRAWORD
driven ^xvbn+++xvbn+=EXTRAWORD
analytics ^nns+++??+=analytics
company ^nn++++=company,
, ^zz++++=EXTRAWORD
with ^in++++=with
limited ^jj+atrb++xvbn+=limited
expertise ^nn++++=expertise
in ^in++++=in
taxonomy ^nn+++??+=taxonomy,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
equipped ^vpsv++agls+xvbnx+=equipped
to ^to++++=to
accurately ^rb++splt++=accurately
assess ^vbi++++=assess
and ^cc++++=and
rank ^nn++++=rank
the ^ati++++=the
quality ^nn++++=quality
of ^in++++=of
taxonomic ^nn+++??+=taxonomic
journals ^nns++++=journals.
. ^zz++++=EXTRAWORD
The ^ati++++=The
scientific ^jj+atrb+++=scientific
community ^nn++++=community,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
specialized ^jj+atrb++xvbn+=specialized
training ^nn++++=training
and ^cc++++=and
experience ^nn++++=experience
in ^in++++=in
taxonomic ^nn+++??+=taxonomic
research ^nn++++=research,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
better ^jjr++++=better
positioned ^jj+++xvbn+=positioned
to ^to++++=to
evaluate ^vbi++++=evaluate
the ^ati++++=the
quality ^nn++++=quality
and ^cc++++=and
impact ^nn++++=impact
of ^in++++=of
work ^nn++++=work
within ^in++++=within
this ^dt+dem+++=this
field ^nn++++=field.
. ^zz++++=EXTRAWORD
