A ^at++++=A
total ^nn++++=total
of ^in++++=of
1,623 ^cd++++=1,623
documents ^nns++++=documents
were ^vbd+bed+aux++=were
retrieved ^vpsv++agls+xvbnx+=retrieved,
, ^zz++++=EXTRAWORD
published ^j+++xvbn+=published
across ^in+pl+++=across
538 ^cd++++=538
journals ^nns++++=journals.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mean ^jj+atrb+++=mean
annual ^jj+atrb+++=annual
publication ^nn++++=publication
output ^nn++++=output
was ^vbd+bedz+vrb++=was
55.9 ^cd++++=55.9
documents ^nns++++=documents,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
average ^jj+atrb+++=average
number ^nn++++=number
of ^in++++=of
documents ^nns++++=documents
per ^in++++=per
author ^nn++++=author
was ^vbd+bedz+vrb++=was
1.73 ^cd++++=1.73.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Nursing ^nn++++=Nursing
category ^nn++++=category
accounted ^vbd+++xvbn+=accounted
for ^in+ppvb+++=for
17 ^cd++++=17
documents ^nns++++=documents
( ^zz++++=(1.04%),
1.04% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Virology ^np+++??+=Virology
represented ^vbd+++xvbn+=represented
the ^ati++++=the
largest ^nn++++=largest
share ^vb++++=share
with ^in++++=with
324 ^cd++++=324
documents ^nns++++=documents
( ^zz++++=(19.96%).
19.96% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
China ^np++++=China
was ^vbd+bedz+vrb++=was
the ^ati++++=the
leading ^jj+atrb++xvbg+=leading
country ^nn++++=country
in ^in++++=in
terms ^nns++++=terms
of ^in++++=of
publication ^nn++++=publication
volume ^nn++++=volume,
, ^zz++++=EXTRAWORD
contributing ^vbg+++xvbg+=contributing
640 ^cd++++=640
documents ^nns++++=documents
( ^zz++++=(39.43%)
39.43 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
to ^to++++=to
the ^ati++++=the
total ^jj+atrb+++=total
output ^nn++++=output.
. ^zz++++=EXTRAWORD
