The ^ati++++=The
genus ^nns+++??+=genus
Pleiochaeta ^np+++??+=Pleiochaeta
was ^vbd+bedz+aux++=was
described ^vpsv++by+xvbnx+=described
by ^in++++=by
S ^zz++++=S.
. ^zz++++=EXTRAWORD
Hughes ^np++++=Hughes
in ^in++++=in
1951 ^cd+date+++=1951,
, ^zz++++=EXTRAWORD
with ^in++++=with
Pleiochaeta ^np+++??+=Pleiochaeta
setosa ^vb+++??+=setosa
designated ^vbd+++xvbn+=designated
as ^ql++++=as
the ^ati++++=the
type ^nn++++=type
species ^nn++++=species.
. ^zz++++=EXTRAWORD
Subsequently ^rb+cnj+++=Subsequently,
, ^zz++++=EXTRAWORD
five ^cd++++=five
additional ^jj+atrb+++=additional
species ^nn++++=species
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
described ^vpsv++agls+xvbnx+=described
within ^in++++=within
this ^dt+pdem+++=this
genus ^vbz+++??+=genus.
. ^zz++++=EXTRAWORD
Pleiochaeta ^np+++??+=Pleiochaeta
is ^vbz+bez+vrb++=is
a ^at++++=a
dematiaceous ^nns+++??+=dematiaceous
fungus ^nns+++??+=fungus
characterized ^nn+++??+=characterized
by ^in++++=by
cylindrical ^jj++++=cylindrical-fusiform
- ^zz++++=EXTRAWORD
fusiform ^nn+++??+=EXTRAWORD
conidia ^nn+++??+=conidia
bearing ^vwbg+++xvbg+=bearing
appendages ^nns+++??+=appendages
( ^zz++++=(Casta
casta ^nn+++??+=EXTRAWORD
eda ^nn+++??+=eda
Ru ^np+++??+=Ru
z ^zz++++=z
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1996 ^cd+date+++=1996).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
study ^nn++++=study
represents ^vbz++++=represents
the ^ati++++=the
first ^od++++=first
report ^vb++++=report
of ^in++++=of
this ^dt+dem+++=this
species ^nn++++=species
in ^in++++=in
brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
