Although ^cs+con+++=Although
Sars ^np+++??+=SARS
accounts ^nns++++=accounts
for ^in++++=for
a ^at++++=a
relatively ^rb++++=relatively
small ^jj+atrb+++=small
proportion ^nn++++=proportion
of ^in++++=of
the ^ati++++=the
overall ^jjb+atrb+++=overall
scientific ^jj+atrb+++=scientific
output ^nn++++=output
in ^in++++=in
the ^ati++++=the
health ^nn++++=health
field ^nn++++=field,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
representation ^nn++++=representation
within ^in++++=within
this ^dt+dem+++=this
area ^nn++++=area
is ^vbz+bez+vrb++=is
considerable ^jj+pred+++=considerable.
. ^zz++++=EXTRAWORD
Given ^vpbn+v++xvbn+=Given
the ^ati++++=the
recency ^nn+++??+=recency
of ^in++++=of
the ^ati++++=the
topic ^nn++++=topic
and ^cc++++=and
the ^ati++++=the
temporal ^jj+atrb+++=temporal
parameters ^nns++++=parameters
applied ^vwbn+++xvbn+=applied
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study,
, ^zz++++=EXTRAWORD
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
documents ^nns++++=documents
retrieved ^vbd+++xvbn+=retrieved
is ^vbz+bez+vrb++=is
substantial ^jj+pred+++=substantial,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
when ^wrb+who+++=when
compared ^xvbn+++xvbn+=compared
to ^in++++=to
findings ^nns++++=findings
from ^in++++=from
other ^ap++++=other
bibliometric ^nn++++=bibliometric
analyses ^nns++++=analyses
in ^in++++=in
the ^ati++++=the
health ^nn++++=health
sciences ^nns++++=sciences.
. ^zz++++=EXTRAWORD
