A ^at++++=A
similar ^jj+atrb+++=similar
negative ^jj+atrb+++=negative
correlation ^nn++++=correlation,
, ^zz++++=EXTRAWORD
with ^in++++=with
varying ^xvbg+++xvbg+=varying
coefficients ^nns++++=coefficients
and ^cc++++=and
greater ^jjr+atrb+++=greater
intensity ^nn++++=intensity,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbnx+=observed
when ^wrb+who+whcl++=when
the ^ati++++=the
analysis ^nn++++=analysis
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
at ^rb++++=at
the ^ati++++=the
health ^nn++++=health
macro ^nn+++??+=macro-region
- ^zz++++=EXTRAWORD
region ^nn++++=EXTRAWORD
level ^nn++++=level.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
stronger ^jjr+atrb+++=stronger
association ^nn++++=association
suggests ^vbz+vpub+++=suggests
that ^tht+vcmp+++=that
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
remains ^vbz++++=remains
concentrated ^vbd+++xvbn+=concentrated
for ^in++++=for
a ^at++++=a
longer ^rbr++++=longer
period ^nn++++=period
within ^in++++=within
the ^ati++++=the
sub ^nn++++=sub-region
- ^zz++++=EXTRAWORD
region ^nn++++=EXTRAWORD
where ^wrb+who+++=where
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
initially ^rb+tm+splt++=initially
introduced ^vpsv++agls+xvbnx+=introduced,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
interregional ^nn+++??+=interregional
transmission ^nn++++=transmission
generally ^rb+down+++=generally
occurs ^vbz++++=occurs
after ^cs+sub+++=after
local ^jj+atrb+++=local
transmission ^nn++++=transmission
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
established ^vpsv++agls+xvbnx+=established.
. ^zz++++=EXTRAWORD
In ^in++++=In
Brazil ^np++++=Brazil,
, ^zz++++=EXTRAWORD
the ^ati++++=the
spread ^nn+++xvbn+=spread
of ^in++++=of
the ^ati++++=the
virus ^nn++++=virus
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
follow ^vbi+vprv+++=follow
two ^cd++++=two
main ^jjb+atrb+++=main
patterns ^nns++++=patterns:
: ^zz++++=EXTRAWORD
spatial ^jj+atrb+++=spatial
diffusion ^nn++++=diffusion,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
virus ^nn++++=virus
moves ^nns++++=moves
from ^in++++=from
metropolitan ^jj+atrb+++=metropolitan
areas ^nns++++=areas
to ^in++++=to
other ^ap++++=other
parts ^nns++++=parts
of ^in++++=of
the ^ati++++=the
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hierarchical ^jj+atrb++??+=hierarchical
diffusion ^nn++++=diffusion,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
cities ^nns++++=cities
of ^in++++=of
regional ^jj+atrb+++=regional
significance ^nn++++=significance
facilitate ^vb++++=facilitate
the ^ati++++=the
transmission ^nn++++=transmission
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
to ^in++++=to
smaller ^jjr++++=smaller,
, ^zz++++=EXTRAWORD
less ^rbr++++=less
influential ^jj+atrb+++=influential
localities ^nns++++=localities
( ^zz++++=(19).
19 ^cd++++=EXTRAWORD
). ^nn++++=EXTRAWORD
