The ^ati++++=The
control ^nn++++=control
of ^in++++=of
leptospirosis ^nns+++??+=leptospirosis
relies ^vbz++++=relies
on ^in++++=on
interventions ^nns++++=interventions
targeting ^nn+++??+=targeting
one ^cd1++++=one
or ^cc++++=or
more ^ql++++=more
components ^nns++++=components
of ^in++++=of
the ^ati++++=the
epidemiological ^nn+++??+=epidemiological
chain ^nn++++=chain,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
aim ^nn++++=aim
of ^in++++=of
disrupting ^xvbg+++xvbg+=disrupting
disease ^nn++++=disease
transmission ^nn++++=transmission.
. ^zz++++=EXTRAWORD
Based ^xvbn+++xvbn+=Based
on ^in++++=on
the ^ati++++=the
analyses ^nns++++=analyses
conducted ^vbd+++xvbn+=conducted
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study
for ^in++++=for
Santa ^&fw++++=Santa
Catarina ^np+++??+=Catarina,
, ^zz++++=EXTRAWORD
preventive ^jj+atrb+++=preventive
measures ^nns++++=measures
and ^cc++++=and
control ^nn++++=control
strategies ^nns+++??+=strategies
for ^in++++=for
leptospirosis ^nns+++??+=leptospirosis
should ^md+nec+++=should
be ^vb+be+aux++=be
implemented ^vpsv++agls+xvbnx+=implemented
at ^rb++++=at
the ^ati++++=the
municipal ^jj+atrb+++=municipal
level ^nn++++=level.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
localized ^nn+++??+=localized
approach ^nn++++=approach
enables ^vbz++++=enables
the ^ati++++=the
identification ^nn++++=identification
of ^in++++=of
high ^jj++++=high-risk
- ^zz++++=EXTRAWORD
risk ^vb++++=EXTRAWORD
areas ^nns++++=areas
and ^cc++++=and
populations ^nns++++=populations,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
facilitating ^vbg+++xvbg+=facilitating
more ^rbr++++=more
effective ^jj+atrb+++=effective
allocation ^nn++++=allocation
of ^in++++=of
resources ^nns++++=resources
and ^cc++++=and
targeted ^nn++++=targeted
public ^jj+atrb+++=public
health ^nn++++=health
actions ^nns++++=actions.
. ^zz++++=EXTRAWORD
