Although ^cs+con+++=Although
grounded ^jj+++xvbn+=grounded
in ^in++++=in
empirical ^jj+atrb+++=empirical
evidence ^nn++++=evidence,
, ^zz++++=EXTRAWORD
the ^ati++++=the
laws ^nns++++=laws
of ^in++++=of
Bradford ^np++++=Bradford
and ^cc++++=and
Lotka ^np+++??+=Lotka
were ^vbd+bed+vrb++=were
effective ^jj+pred+++=effective
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study
in ^in++++=in
supporting ^xvbg+++xvbg+=supporting
theoretical ^jj+atrb+++=theoretical
hypotheses ^nns++++=hypotheses
that ^tht+rel+obj++=that
the ^ati++++=the
nucleus ^nn++++=nucleus
of ^in++++=of
journals ^nns++++=journals
is ^vbz+bez+aux++=is
composed ^vpsv++agls+xvbnx+=composed
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
dedicated ^jj+++xvbn+=dedicated
and ^cc+cls+++=and
consequently ^rb+cnj+++=consequently
more ^rbr++++=more
productive ^jj+atrb+++=productive
authors ^nns++++=authors.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
the ^ati++++=the
findings ^nns++++=findings
indicated ^vbd+vprv+tht0+xvbn+=indicated
that ^tht+vcmp+++=that
increased ^vbd+++xvbn+=increased
subject ^nn++++=subject
specificity ^nn++++=specificity
enhances ^vbz++++=enhances
the ^ati++++=the
likelihood ^nn++++=likelihood
of ^in++++=of
identifying ^jj+atrb+++=identifying
distinct ^jj+atrb+++=distinct
groups ^nns++++=groups
of ^in++++=of
authors ^nns++++=authors.
. ^zz++++=EXTRAWORD
