Although ^cs+con+++=Although
the ^ati++++=the
effects ^nns++++=effects
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
on ^in++++=on
mental ^jj+atrb+++=mental
health ^nn++++=health
have ^vb+hv+aux++=have
not ^xnot++not++=not
yet ^rb++++=yet
been ^vprf+ben+aux+xvbn+=been
studied ^vpsv++agls+xvbnx+=studied
systematically ^rb+cnj+++=systematically,
, ^zz++++=EXTRAWORD
significant ^jj+atrb+++=significant
impacts ^nns+++??+=impacts
are ^vb+ber+aux++=are
anticipated ^vpsv++agls+xvbnx+=anticipated
based ^vbd+++xvbn+=based
on ^in++++=on
observed ^vbd+vprv++xvbn+=observed
public ^jj+atrb+++=public
reactions ^nns++++=reactions
( ^zz++++=(40).
40 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
response ^nn++++=response
to ^in++++=to
these ^dt+dem+++=these
concerns ^nns++++=concerns
and ^cc++++=and
drawing ^nvbg+++xvbg+=drawing
on ^in++++=on
previous ^jj+atrb+++=previous
experiences ^nns++++=experiences,
, ^zz++++=EXTRAWORD
the ^ati++++=the
National ^jj+atrb+++=National
Health ^nn++++=Health
Commission ^nn++++=Commission
of ^in++++=of
China ^np++++=China
has ^vbz+hvz+aux++=has
implemented ^vprf+++xvbnx+=implemented
measures ^nns++++=measures
and ^cc++++=and
issued ^vbd+++xvbn+=issued
guidelines ^nns+++??+=guidelines
for ^in++++=for
emergency ^nn++++=emergency
interventions ^nns++++=interventions
in ^in++++=in
psychosocial ^jj+atrb+++=psychosocial
crises ^nns++++=crises,
, ^zz++++=EXTRAWORD
aiming ^vb+++xvbg+=aiming
to ^to+vcmp+++=to
mitigate ^vbi++++=mitigate
the ^ati++++=the
psychosocial ^jj+atrb+++=psychosocial
consequences ^nns++++=consequences
of ^in++++=of
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
outbreak ^nn++++=outbreak.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
measures ^nns++++=measures
include ^vb++++=include
the ^ati++++=the
deployment ^nn+++??+=deployment
of ^in++++=of
teams ^nns++++=teams
consisting ^vwbg+++xvbg+=consisting
of ^in++++=of
psychiatrists ^nns++++=psychiatrists,
, ^zz++++=EXTRAWORD
mental ^jj+atrb+++=mental
health ^nn++++=health
professionals ^nns++++=professionals,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
establishment ^nn++++=establishment
of ^in++++=of
psychological ^jj+atrb+++=psychological
support ^nn++++=support
hotlines ^nns+++??+=hotlines
( ^zz++++=(41).
41 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Similarly ^rb+cnj+++=Similarly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Department ^nn++++=Department
of ^in++++=of
Mental ^jj+atrb+++=Mental
Health ^nn++++=Health
and ^cc++++=and
Substance ^nn++++=Substance
Use ^nn++++=Use
of ^in++++=of
the ^ati++++=the
World ^nn++++=World
Health ^nn++++=Health
Organization ^nn++++=Organization
( ^zz++++=(2)
2 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
published ^vprf+++xvbnx+=published
recommendations ^nns++++=recommendations
to ^to++++=to
support ^vbi++++=support
mental ^jj+atrb+++=mental
health ^nn++++=health
and ^cc++++=and
psychosocial ^jj++++=psychosocial
well ^rb++++=well-being,
- ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
involve ^vb++++=involve
the ^ati++++=the
engagement ^nn++++=engagement
of ^in++++=of
psychiatrists ^nns++++=psychiatrists
and ^cc++++=and
psychologists ^nns++++=psychologists
to ^to++++=to
assist ^vbi++++=assist
healthcare ^nn+++??+=healthcare
professionals ^nns++++=professionals,
, ^zz++++=EXTRAWORD
patients ^nns++++=patients,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
general ^jj++++=general
public ^jj++++=public
in ^in++++=in
understanding ^xvbg+++xvbg+=understanding
the ^ati++++=the
potential ^jj+atrb+++=potential
effects ^nns++++=effects
of ^in++++=of
covid ^np++++=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
and ^cc++++=and
in ^in++++=in
providing ^jj+atrb+++=providing
appropriate ^jj+atrb+++=appropriate
support ^nn++++=support.
. ^zz++++=EXTRAWORD
