The ^ati++++=The
first ^od++++=first
investigation ^nn++++=investigation
into ^in++++=into
the ^ati++++=the
diversity ^nn++++=diversity
of ^in++++=of
freshwater ^jjb+atrb+++=freshwater
hyphomycetes ^nns+++??+=hyphomycetes
in ^in++++=in
Brazilian ^jj+atrb+++=Brazilian
insular ^nn+++??+=insular
regions ^nns++++=regions
was ^vbd+bedz+aux++=was
conducted ^vpsv++by+xvbnx+=conducted
by ^in++++=by
Moro ^np+++??+=Moro
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2018)
2018 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
Ilhabela ^np+++??+=Ilhabela
State ^nn++++=State
Park ^npl++++=Park
( ^zz++++=(PEIb).
peib ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
same ^ap++++=same
island ^nn++++=island,
, ^zz++++=EXTRAWORD
two ^cd++++=two
new ^jj+atrb+++=new
species ^nns++++=species
of ^in++++=of
freshwater ^jjb+atrb+++=freshwater
hyphomycetes ^nns+++??+=hyphomycetes,
, ^zz++++=EXTRAWORD
Polylobastipora ^np+++??+=Polylobastipora
setulosa ^nn+++??+=setulosa
( ^zz++++=(Moro
moro ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2015a ^cd++++=2015a)
) ^zz++++=EXTRAWORD
and ^cc++++=and
Campylospora ^np+++??+=Campylospora
brasiliensis ^nns+++??+=brasiliensis
( ^zz++++=(Moro
moro ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2015b ^cd++++=2015b),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
described ^vpsv++agls+xvbnx+=described.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
first ^od++++=first
record ^vb+vpub+++=record
of ^in++++=of
Peyronelina ^np+++??+=Peyronelina
glomerulata ^nn+++??+=glomerulata
Pj ^np+++??+=PJ
Fisher ^np++++=Fisher,
, ^zz++++=EXTRAWORD
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Webster ^np++++=Webster
& ^zz++++=&
Df ^np+++??+=DF
Kane ^np+++??+=Kane
in ^in++++=in
Brazil ^np++++=Brazil
Was ^vbd+bedz+aux++=was
Reported ^vbn+vpub+++=reported
By ^in++++=by
Moro ^np++++=Moro
Et ^&fw++++=et
Al ^&fw++++=al.
 ^zz++++=EXTRAWORD
 ^zz++++=(2015c).
015c ^np++++=EXTRAWORD
	. ^nn++++=EXTRAWORD
