A ^at++++=A
70 ^cd++++=70%
% ^zz++++=EXTRAWORD
hydrogen ^nn++++=hydrogen
peroxide ^nn++++=peroxide
spray ^nn++++=spray
was ^vbd+bedz+aux++=was
applied ^vpsv++agls+xvbnx+=applied
twice ^rb++++=twice
to ^in++++=to
all ^abn++++=all
sample ^nn++++=sample
surfaces ^nns++++=surfaces.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
treatment ^nn++++=treatment
effectively ^rb++++=effectively
reduced ^vbd+++xvbn+=reduced
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
viable ^jj+atrb+++=viable
Enterobacteriaceae ^np+++??+=Enterobacteriaceae
cells ^nns++++=cells
present ^nn++++=present
in ^in++++=in
the ^ati++++=the
microcosm ^nn++++=microcosm
biofilm ^nn++++=biofilm,
, ^zz++++=EXTRAWORD
as ^ql++++=as
previously ^rb+tm+++=previously
reported ^vpsv++agls+xvbn+=reported
[ ^zz++++=[13].
13 ^cd++++=EXTRAWORD
]. ^nn++++=EXTRAWORD
