The ^ati++++=The
novel ^nn++++=novel
coronavirus ^nns+++??+=coronavirus
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
( ^zz++++=(previously
previously ^rb+tm+++=EXTRAWORD
referred ^vbd+++xvbn+=referred
to ^in++++=to
as ^ql++++=as
2019 ^cd++++=2019-nCoV)
- ^zz++++=EXTRAWORD
ncov ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
single ^jj++++=single-stranded
- ^zz++++=EXTRAWORD
stranded ^jj+atrb+++=EXTRAWORD
Rna ^np+++??+=RNA
virus ^nn++++=virus
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
the ^ati++++=the
Coronaviridae ^np+++??+=Coronaviridae
family ^nn++++=family.
. ^zz++++=EXTRAWORD
Estimates ^nns++++=Estimates
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
recent ^jj+atrb+++=recent
common ^jj+atrb+++=common
ancestor ^nn++++=ancestor
( ^zz++++=(MRCA)
mrca ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
four ^cd++++=four
coronavirus ^nns+++??+=coronavirus
genera ^nns++++=genera
within ^in++++=within
this ^dt+dem+++=this
family ^nn++++=family
range ^nn++++=range
from ^in++++=from
approximately ^rb+down+++=approximately
10,000 ^cd++++=10,000
years ^nns++++=years
to ^in++++=to
several ^ap++++=several
million ^cd++++=million
years ^nns++++=years
( ^zz++++=(Wertheim
wertheim ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
Sars ^np+++??+=SARS-CoV-2,
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
currently ^rb++++=currently
the ^ati++++=the
most ^ql+emph+++=most
extensively ^rb++++=extensively
studied ^vbd+++xvbn+=studied
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
Coronaviridae ^np+++??+=Coronaviridae
family ^nn++++=family,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+vrb++=has
a ^at++++=a
much ^ap++++=much
more ^rbr++++=more
recent ^jj+atrb+++=recent
origin ^nn++++=origin.
. ^zz++++=EXTRAWORD
Based ^xvbn+++xvbn+=Based
on ^in++++=on
genomic ^nn+++??+=genomic
sequences ^nns++++=sequences
from ^in++++=from
various ^jj+atrb+++=various
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
strains ^nns++++=strains
and ^cc++++=and
an ^at++++=an
estimated ^jj+atrb++xvbn+=estimated
annual ^jj+atrb+++=annual
mutation ^nn+++??+=mutation
rate ^nn++++=rate
of ^in++++=of
1.24 ^cd++++=1.24
10 ^cd++++=10
substitutions ^nns++++=substitutions
per ^in++++=per
site ^nn++++=site,
, ^zz++++=EXTRAWORD
Li ^np+++??+=Li
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2020a)
2020a ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
estimated ^vbn+vprv++xvbn+=estimated
that ^tht+vcmp+++=that
the ^ati++++=the
virus ^nn++++=virus
originated ^vprf+++xvbn+=originated
on ^in++++=on
november ^nr++++=November
24 ^cd++++=24,
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019.
. ^zz++++=EXTRAWORD
