The ^ati++++=The
term ^nn++++=term
" ^zz++++="virus"
virus ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
derived ^vpsv++agls+xvbnx+=derived
from ^in++++=from
Latin ^nn++++=Latin,
, ^zz++++=EXTRAWORD
meaning ^nvbg+++xvbg+=meaning
" ^zz++++="poison"
poison ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or
" ^zz++++="toxin."
toxin ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Viruses ^np+++??+=Viruses
typically ^rb++++=typically
range ^nn++++=range
from ^in++++=from
20 ^cd++++=20
to ^to++++=to
300 ^cd++++=300
nm ^nn+++??+=nm
in ^in++++=in
diameter ^nn++++=diameter
and ^cc++++=and
possess ^vb++++=possess
a ^at++++=a
genome ^nn++++=genome
composed ^vwbn+++xvbn+=composed
of ^in++++=of
one ^cd1++++=one
or ^cc++++=or
more ^rbr++++=more
nucleic ^nn+++??+=nucleic
acid ^jj+atrb+++=acid
molecules ^nns++++=molecules,
, ^zz++++=EXTRAWORD
either ^dtx++++=either
Dna ^np+++??+=DNA
or ^cc++++=or
Rna ^np+++??+=RNA,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
enclosed ^vpsv++agls+xvbnx+=enclosed
within ^in++++=within
a ^at++++=a
protein ^nn++++=protein
capsid ^nn+++??+=capsid
and ^cc++++=and,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
surrounded ^xvbn+++xvbn+=surrounded
by ^in++++=by
a ^at++++=a
lipid ^nn+++??+=lipid
bilayer ^nn+++??+=bilayer
envelope ^nn++++=envelope.
. ^zz++++=EXTRAWORD
Coronaviruses ^np+++??+=Coronaviruses
are ^vb+ber+aux++=are
enveloped ^vpsv++agls+xvbnx+=enveloped,
, ^zz++++=EXTRAWORD
positive ^jj++++=positive-sense
- ^zz++++=EXTRAWORD
sense ^nn++++=EXTRAWORD
Rna ^np+++??+=RNA
viruses ^nns++++=viruses
characterized ^nn+++??+=characterized
by ^in++++=by
a ^at++++=a
distinctive ^jj+atrb+++=distinctive
replication ^nn+++??+=replication
strategy ^nn++++=strategy
that ^tht+rel+obj++=that
facilitates ^nns+++??+=facilitates
variation ^nn++++=variation
in ^in++++=in
pathogenicity ^nn++++=pathogenicity
and ^cc++++=and
enables ^vbz++++=enables
adaptation ^nn++++=adaptation
to ^in++++=to
diverse ^jj+atrb+++=diverse
environments ^nns++++=environments.
. ^zz++++=EXTRAWORD
