A ^at++++=A
total ^nn++++=total
of ^in++++=of
129 ^cd++++=129
species ^nn++++=species
were ^vbd+bed+aux++=were
identified ^vpsv++agls+xvbnx+=identified,
, ^zz++++=EXTRAWORD
with ^in++++=with
125 ^cd++++=125
belonging ^vbg+++xvbg+=belonging
to ^in++++=to
the ^ati++++=the
shrub ^nn++++=shrub-tree
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
synusia ^nn+++??+=synusia
( ^zz++++=(including
including ^in++++=EXTRAWORD
one ^cd1++++=one
exotic ^jj+atrb+++=exotic
species ^nns++++=species,
, ^zz++++=EXTRAWORD
Coffea ^np+++??+=Coffea
arabica ^nn+++??+=arabica
L. ^np+++??+=L.),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
one ^pn++++=one
to ^in++++=to
the ^ati++++=the
hemiepiphyte ^nn+++??+=hemiepiphyte
synusia ^nn+++??+=synusia
( ^zz++++=(Philodendron
philodendron ^nn+++??+=EXTRAWORD
appendiculatum ^nn+++??+=appendiculatum
Nadruz ^np+++??+=Nadruz
& ^zz++++=&
Mayo ^np+++??+=Mayo),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
three ^cd++++=three
to ^in++++=to
the ^ati++++=the
climber ^nn++++=climber
synusia ^nn+++??+=synusia
( ^zz++++=(Hippocratea
hippocratea ^nn+++??+=EXTRAWORD
volubilis ^nns+++??+=volubilis
L ^zz++++=L.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Salacia ^np+++??+=Salacia
elliptica ^nn+++??+=elliptica
( ^zz++++=(Mart.)
mart ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
G ^zz++++=G.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Machaerium ^np+++??+=Machaerium
brasiliense ^nn+++??+=brasiliense
Vogel ^np+++??+=Vogel),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
previously ^rb+tm+splt++=previously
been ^vprf+ben+aux+xvbnx+=been
classified ^vpsv++agls+xvbnx+=classified
within ^in++++=within
the ^ati++++=the
shrub ^nn++++=shrub-tree
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
group ^nn++++=group
in ^in++++=in
2006 ^cd++++=2006.
. ^zz++++=EXTRAWORD
In ^in++++=In
total ^nn++++=total,
, ^zz++++=EXTRAWORD
39 ^cd++++=39
families ^nns++++=families
were ^vbd+bed+aux++=were
recorded ^vpsv++agls+xvbnx+=recorded,
, ^zz++++=EXTRAWORD
with ^in++++=with
Myrtaceae ^np+++??+=Myrtaceae
( ^zz++++=(29
29 ^cd++++=EXTRAWORD
species ^nn++++=species),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Lauraceae ^np+++??+=Lauraceae
( ^zz++++=(15
15 ^cd++++=EXTRAWORD
species ^nn++++=species),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Rubiaceae ^np+++??+=Rubiaceae
( ^zz++++=(10
10 ^cd++++=EXTRAWORD
species ^nn++++=species),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Fabaceae ^np+++??+=Fabaceae
( ^zz++++=(8
8 ^zz++++=EXTRAWORD
species ^nn++++=species)
) ^zz++++=EXTRAWORD
representing ^vbg+++xvbg+=representing
the ^ati++++=the
families ^nns++++=families
with ^in++++=with
the ^ati++++=the
highest ^jjt+atrb+++=highest
species ^nns++++=species
richness ^nn++++=richness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
collection ^nn++++=collection
of ^in++++=of
both ^abx++++=both
vegetative ^nn+++??+=vegetative
and ^cc++++=and
fertile ^jj+atrb+++=fertile
material ^nn++++=material
enabled ^vbd+++xvbn+=enabled
the ^ati++++=the
identification ^nn++++=identification
of ^in++++=of
56 ^cd++++=56
species ^nns++++=species
that ^tht+rel+subj++=that
were ^vbd+bed+aux++=were
not ^xnot++not++=not
listed ^vbd+++xvbn+=listed
in ^in++++=in
the ^ati++++=the
park ^nn++++=Park
management ^nn++++=Management
plan ^nn++++=Plan
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
2 ^zz++++=2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
