As ^in++++=As
reported ^nn++++=reported
in ^in++++=in
previous ^jj+atrb+++=previous
studies ^nns++++=studies
conducted ^vbd+++xvbn+=conducted
in ^in++++=in
the ^ati++++=the
park ^npl++++=park
( ^zz++++=(Struffaldi-De-Vuono
struffaldi ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
de ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
vuono ^nn+++??+=EXTRAWORD
1985 ^cd+date+++=1985;
; ^zz++++=EXTRAWORD
Nastri ^np+++??+=Nastri
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1992 ^cd+date+++=1992;
; ^zz++++=EXTRAWORD
Knobel ^np+++??+=Knobel
1995 ^cd+date+++=1995;
; ^zz++++=EXTRAWORD
Gomes ^np+++??+=Gomes
& ^zz++++=&
Mantovani ^np+++??+=Mantovani
2001 ^cd++++=2001;
; ^zz++++=EXTRAWORD
Tanus ^np+++??+=Tanus
2012 ^cd++++=2012),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
tree ^nn++++=tree
community ^nn++++=community
is ^vbz+bez+vrb++=is
characterized ^nn+++??+=characterized
by ^in++++=by
smaller ^jjr+atrb+++=smaller
individuals ^nns++++=individuals
compared ^vbd+++xvbn+=compared
to ^in++++=to
other ^ap++++=other
tropical ^jj+atrb+++=tropical
forests ^nns++++=forests,
, ^zz++++=EXTRAWORD
a ^at++++=a
pattern ^nn++++=pattern
associated ^vbd+++xvbn+=associated
with ^in++++=with
plant ^nn++++=plant
dynamics ^nn++++=dynamics
and ^cc++++=and
growth ^nn++++=growth
rates ^nns++++=rates
( ^zz++++=(Lieberman
lieberman ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1990 ^cd+date+++=1990;
; ^zz++++=EXTRAWORD
Condit ^np+++??+=Condit
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1999 ^cd+date+++=1999).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
substantial ^jj+atrb+++=substantial
proportion ^nn++++=proportion
of ^in++++=of
specimens ^nns++++=specimens
exhibited ^vbd+++xvbn+=exhibited
slow ^jj+atrb+++=slow
growth ^nn++++=growth
( ^zz++++=(median
median ^jjb+atrb+++=EXTRAWORD
= ^zz++++==
0.58 ^nn+++??+=0.58%
% ^zz++++=EXTRAWORD
year ^nn++++=year
, ^zz++++=,
mean ^jj+atrb+++=mean
= ^zz++++==
1.14 ^cd++++=1.14%
% ^zz++++=EXTRAWORD
year ^nn++++=year
) ^zz++++=),
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
lower ^jjr+pred+++=lower
than ^cs+sub+++=than
that ^dt+pdem+++=that
observed ^vbd+vprv++xvbn+=observed
in ^in++++=in
another ^dt++++=another
recovering ^jj+atrb++xvbg+=recovering
area ^nn++++=area
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
park ^npl++++=park
( ^zz++++=(median
median ^jjb+atrb+++=EXTRAWORD
= ^zz++++==
0.72 ^nn+++??+=0.72%
% ^zz++++=EXTRAWORD
year ^nn++++=year
, ^zz++++=,
mean ^jj+atrb+++=mean
= ^zz++++==
1.52 ^cd++++=1.52%
% ^zz++++=EXTRAWORD
year ^nn++++=year
; ^zz++++=;
Gomes ^np+++??+=Gomes
1998 ^cd+date+++=1998).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
No ^at++++=No
significant ^jj+atrb+++=significant
differences ^nns++++=differences
in ^in++++=in
relative ^jj+atrb+++=relative
growth ^nn++++=growth
were ^vbd+bed+aux++=were
detected ^vpsv++agls+xvbnx+=detected
among ^in++++=among
size ^nn++++=size
classes ^nns++++=classes,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
trends ^nns++++=trends
reported ^vbd+vpub++xvbn+=reported
in ^in++++=in
some ^dti++++=some
studies ^nns++++=studies
( ^zz++++=(Swaine
swaine ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1987 ^cd+date+++=1987;
; ^zz++++=EXTRAWORD
Silva ^np+++??+=Silva
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1995 ^cd+date+++=1995;
; ^zz++++=EXTRAWORD
Gomes ^np+++??+=Gomes
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2003 ^cd++++=2003).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Growth ^nn++++=Growth
patterns ^nns++++=patterns
are ^vb+ber+aux++=are
influenced ^vpsv++by+xvbnx+=influenced
by ^in++++=by
the ^ati++++=the
presence ^nn++++=presence
of ^in++++=of
a ^at++++=a
continuous ^jj+atrb+++=continuous
canopy ^nn++++=canopy
and ^cc++++=and
the ^ati++++=the
predominance ^nn+++??+=predominance
of ^in++++=of
small ^jj+atrb+++=small
gaps ^nns++++=gaps
in ^in++++=in
the ^ati++++=the
area ^nn++++=area
( ^zz++++=(Costa
costa ^np++++=EXTRAWORD
& ^zz++++=&
Mantovani ^np+++??+=Mantovani
1992 ^cd+date+++=1992;
; ^zz++++=EXTRAWORD
Davinson ^np+++??+=Davinson
2009 ^cd++++=2009),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
by ^in++++=by
the ^ati++++=the
abundance ^nn++++=abundance
of ^in++++=of
late ^jj++++=late-successional
- ^zz++++=EXTRAWORD
successional ^nn+++??+=EXTRAWORD
species ^nns++++=species
and ^cc++++=and
understory ^nn+++??+=understory
individuals ^nns++++=individuals,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
typically ^rb++++=typically
exhibit ^vb++++=exhibit
slower ^jjr+atrb+++=slower
growth ^nn++++=growth
rates ^nns++++=rates
( ^zz++++=(Worbes
worbes ^nns+++??+=EXTRAWORD
1989 ^cd+date+++=1989;
; ^zz++++=EXTRAWORD
Welden ^np+++??+=Welden
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1991 ^cd+date+++=1991;
; ^zz++++=EXTRAWORD
Felfilli ^np+++??+=Felfilli
1995 ^cd+date+++=1995;
; ^zz++++=EXTRAWORD
Condit ^np+++??+=Condit
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1999 ^cd+date+++=1999).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Lieberman ^np+++??+=Lieberman
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(1990)
1990 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
also ^rb++++=also
reported ^vbn+vpub++xvbn+=reported
that ^tht+vcmp+++=that
many ^ap++++=many
plants ^nns++++=plants
in ^in++++=in
Neotropical ^np+++??+=Neotropical
forests ^nns++++=forests
showed ^vbd+vprv++xvbn+=showed
no ^at++++=no
diameter ^nn++++=diameter
growth ^nn++++=growth
over ^in++++=over
a ^at++++=a
30 ^cd++++=30-year
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
period ^nn++++=period.
. ^zz++++=EXTRAWORD
Overall ^jjb++++=Overall,
, ^zz++++=EXTRAWORD
growth ^nn++++=growth
rates ^nns++++=rates
are ^vb+ber+vrb++=are
highly ^rb+amp+++=highly
variable ^jj+pred+++=variable
and ^cc++++=and
are ^vb+ber+aux++=are
influenced ^vpsv++by+xvbnx+=influenced
by ^in++++=by
environmental ^jj+atrb+++=environmental
heterogeneity ^nn+++??+=heterogeneity,
, ^zz++++=EXTRAWORD
species ^nn++++=species-specific
- ^zz++++=EXTRAWORD
specific ^jj+atrb+++=EXTRAWORD
life ^nn++++=life
history ^nn++++=history
traits ^nns++++=traits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
individual ^jj+atrb+++=individual
phenotypic ^nn+++??+=phenotypic
variation ^nn++++=variation
( ^zz++++=(Swaine
swaine ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1987 ^cd+date+++=1987;
; ^zz++++=EXTRAWORD
Worbes ^np+++??+=Worbes
1989 ^cd+date+++=1989;
; ^zz++++=EXTRAWORD
sheil ^np++++=Sheil
1995a ^cd++++=1995a;
; ^zz++++=EXTRAWORD
silva ^np++++=Silva
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1995 ^cd+date+++=1995).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
