A ^at++++=A
comparison ^nn++++=comparison
of ^in++++=of
the ^ati++++=the
dynamics ^nn++++=dynamics
of ^in++++=of
both ^abx++++=both
successional ^jj+atrb++??+=successional
plant ^nn++++=plant
groups ^nns++++=groups
with ^in++++=with
a ^at++++=a
diameter ^nn++++=diameter
at ^in++++=at
breast ^nn++++=breast
height ^nn++++=height
( ^zz++++=(dbh)
dbh ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
of ^in++++=of
less ^rbr++++=less
than ^in++++=than
2.5 ^cd++++=2.5
cm ^nnu++++=cm
revealed ^vbd+vprv++xvbn+=revealed
no ^at++++=no
significant ^jj+atrb+++=significant
differences ^nns++++=differences
in ^in++++=in
annual ^jj+atrb+++=annual
mortality ^nn++++=mortality
rates ^nns++++=rates
between ^in++++=between
the ^ati++++=the
groups ^nns++++=groups
( ^zz++++=(Mann-Whitney
mann ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
whitney ^np++++=EXTRAWORD
Test ^nn++++=Test,
, ^zz++++=EXTRAWORD
U ^zz++++=U
= ^zz++++==
31 ^cd++++=31,
, ^zz++++=EXTRAWORD
p ^zz++++=p
= ^zz++++==
0.16 ^nn+++??+=0.16).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
annual ^jj+atrb+++=annual
recruitment ^nn++++=recruitment
rate ^nn++++=rate
of ^in++++=of
late ^jj++++=late-successional
- ^zz++++=EXTRAWORD
successional ^nn+++??+=EXTRAWORD
plants ^nns++++=plants
was ^vbd+bedz+vrb++=was
significantly ^rb++++=significantly
higher ^jjr+pred+++=higher
than ^in++++=than
that ^dt+dem+++=that
of ^in++++=of
early ^jj++++=early-successional
- ^zz++++=EXTRAWORD
successional ^nn+++??+=EXTRAWORD
plants ^nns++++=plants
( ^zz++++=(U
u ^zz++++=EXTRAWORD
= ^zz++++==
11.5 ^cd++++=11.5,
, ^zz++++=EXTRAWORD
p ^zz++++=p
= ^zz++++==
0.003 ^nn++++=0.003;
; ^zz++++=EXTRAWORD
see ^vb+vprv+++=see
figure ^nn++++=Figure
5 ^zz++++=5).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
