A ^at++++=A
3.5 ^cd++++=3.5%
% ^zz++++=EXTRAWORD
neutral ^jj+atrb+++=neutral
detergent ^nn++++=detergent
solution ^nn++++=solution
was ^vbd+bedz+aux++=was
applied ^vpsv++agls+xvbnx+=applied
using ^vbg+++xvbg+=using
a ^at++++=a
mechanical ^jj+atrb+++=mechanical
agitator ^nn+++??+=agitator
for ^in++++=for
one ^cd1++++=one
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
treatment ^nn++++=treatment
effectively ^rb++++=effectively
controlled ^vbd+++xvbn+=controlled
C ^zz++++=C.
. ^zz++++=EXTRAWORD
albicans ^nns+++??+=albicans,
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
a ^at++++=a
complete ^jj++++=complete
( ^zz++++=(100%)
100 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
reduction ^nn++++=reduction
of ^in++++=of
contamination ^nn++++=contamination
[ ^zz++++=[8].
8 ^zz++++=EXTRAWORD
]. ^nn++++=EXTRAWORD
