A ^at++++=A
comparison ^nn++++=comparison
of ^in++++=of
the ^ati++++=the
dynamics ^nn++++=dynamics
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
successional ^nn+++??+=successional
plant ^nn++++=plant
groups ^nns++++=groups
with ^in++++=with
diameters ^nns++++=diameters
at ^in++++=at
breast ^nn++++=breast
height ^nn++++=height
( ^zz++++=(dbh)
dbh ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
greater ^jjr++++=greater
than ^in++++=than
2.5 ^cd++++=2.5
cm ^nnu++++=cm
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
annual ^jj+atrb+++=annual
mortality ^nn++++=mortality
rates ^nns++++=rates
did ^vbd+dod+aux++=did
not ^xnot++not++=not
significantly ^rb++++=significantly
differ ^vb++++=differ
between ^in++++=between
early ^jj++++=early-successional
- ^zz++++=EXTRAWORD
successional ^nn+++??+=EXTRAWORD
and ^cc++++=and
late ^jj++++=late-successional
- ^zz++++=EXTRAWORD
successional ^nn+++??+=EXTRAWORD
plants ^nns++++=plants
( ^zz++++=(Mann-Whitney
mann ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
whitney ^np++++=EXTRAWORD
test ^nn++++=test,
, ^zz++++=EXTRAWORD
U ^zz++++=U
= ^zz++++==
45 ^cd++++=45,
, ^zz++++=EXTRAWORD
p ^zz++++=p
= ^zz++++==
0.73 ^nn+++??+=0.73;
; ^zz++++=EXTRAWORD
Table ^nn++++=Table
4 ^zz++++=4).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
annual ^jj+atrb+++=annual
recruitment ^nn++++=recruitment
was ^vbd+bedz+vrb++=was
significantly ^rb++++=significantly
higher ^jjr+pred+++=higher
in ^in++++=in
late ^jj++++=late-successional
- ^zz++++=EXTRAWORD
successional ^nn+++??+=EXTRAWORD
plants ^nns++++=plants
compared ^vbd+++xvbn+=compared
to ^in++++=to
early ^jj++++=early-successional
- ^zz++++=EXTRAWORD
successional ^nn+++??+=EXTRAWORD
plants ^nns++++=plants
( ^zz++++=(U
u ^zz++++=EXTRAWORD
= ^zz++++==
22 ^cd++++=22,
, ^zz++++=EXTRAWORD
p ^zz++++=p
= ^zz++++==
0.02 ^nn++++=0.02;
; ^zz++++=EXTRAWORD
figure ^nn++++=Figure
5 ^zz++++=5).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
