However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
this ^dt+dem+++=this
positive ^jj+atrb+++=positive
trend ^nn++++=trend,
, ^zz++++=EXTRAWORD
Turkey ^np++++=Turkey
faced ^vwbn+++xvbn+=faced
various ^jj++++=various
regional ^jj++++=regional
and ^cc+phrs+++=and
international ^jj++++=international
challenges ^vbz++++=challenges
beginning ^nvbg+++xvbg+=beginning
in ^in++++=in
2008 ^cd++++=2008.
. ^zz++++=EXTRAWORD
The ^ati++++=The
2008 ^cd++++=2008
Global ^jj+atrb+++=Global
Financial ^jj+atrb+++=Financial
Crisis ^nn++++=Crisis,
, ^zz++++=EXTRAWORD
widely ^rb++++=widely
regarded ^vpsv++by+xvbn+=regarded
by ^in++++=by
economists ^nns++++=economists
as ^in++++=as
the ^ati++++=the
most ^ql+emph+++=most
severe ^jj+atrb+++=severe
financial ^jj+atrb+++=financial
crisis ^nn++++=crisis
since ^in++++=since
the ^ati++++=the
Great ^jj+atrb+++=Great
Depression ^nn++++=Depression
of ^in++++=of
the ^ati++++=the
1930s ^cd+date+++=1930s,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
significant ^jj+atrb+++=significant
impact ^nn++++=impact
on ^in++++=on
international ^jj+atrb+++=international
trade ^nn++++=trade
and ^cc++++=and
financial ^jj++++=financial
flows ^vbz++++=flows
worldwide ^nn+++??+=worldwide.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
crisis ^nn++++=crisis
did ^vbd+dod+aux++=did
not ^xnot++not++=not
originate ^vb++++=originate
in ^in++++=in
developing ^xvbg+++xvbg+=developing
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
economies ^nns++++=economies,
, ^zz++++=EXTRAWORD
including ^in++++=including
Turkey ^nn++++=Turkey,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
disproportionately ^rb++splt++=disproportionately
affected ^vpsv++agls+xvbnx+=affected,
, ^zz++++=EXTRAWORD
experiencing ^xvbg+++xvbg+=experiencing
increased ^vprf+++xvbn+=increased
trade ^nn++++=trade
and ^cc++++=and
current ^jj+atrb+++=current
account ^nn++++=account
deficits ^nns++++=deficits,
, ^zz++++=EXTRAWORD
currency ^nn++++=currency
devaluations ^nns+++??+=devaluations,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising
inflation ^nn++++=inflation
rates ^nns++++=rates,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
growing ^vbg+++xvbg+=growing
public ^jj+atrb+++=public
budget ^nn++++=budget
deficits ^nns++++=deficits.
. ^zz++++=EXTRAWORD
The ^ati++++=The
adverse ^jj+atrb+++=adverse
effects ^nns++++=effects
on ^in++++=on
the ^ati++++=the
Turkish ^jj+atrb+++=Turkish
economy ^nn++++=economy
were ^vbd+bed+vrb++=were
most ^ql+emph+++=most
evident ^jj++++=evident
in ^in++++=in
the ^ati++++=the
sharp ^nn++++=sharp
decline ^vb++++=decline
in ^in++++=in
exports ^nns++++=exports
and ^cc++++=and
a ^at++++=a
significant ^jj+atrb+++=significant
sudden ^jj+atrb+++=sudden
stop ^nn++++=stop
in ^in++++=in
financial ^nn++++=financial
flows ^vbz++++=flows
( ^zz++++=(C
c ^zz++++=EXTRAWORD
mert ^nn++++=mert
and ^cc++++=and
olak ^nn++++=olak,
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
