Data ^nns++++=Data
were ^vbd+bed+aux++=were
collected ^vpsv++agls+xvbnx+=collected
from ^in++++=from
10 ^cd++++=10
transects ^nns+++??+=transects,
, ^zz++++=EXTRAWORD
each ^dt++++=each
measuring ^jj+++xvbg+=measuring
2 ^zz++++=2
50 ^cd++++=50
m ^zz++++=m
( ^zz++++=(0.1
0.1 ^nn+++??+=EXTRAWORD
ha ^uh++++=ha),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
established ^j+++xvbn+=established
in ^in++++=in
the ^ati++++=the
first ^rb++++=first
half ^abn++++=half
of ^in++++=of
2006 ^cd++++=2006
( ^zz++++=(Davison
davison ^np++++=EXTRAWORD
2009 ^cd++++=2009).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
permanent ^jj+atrb+++=permanent
transects ^nns+++??+=transects
were ^vbd+bed+aux++=were
randomly ^rb++splt++=randomly
distributed ^vpsv++agls+xvbnx+=distributed
along ^in++++=along
a ^at++++=a
200 ^cd++++=200
m ^zz++++=m
perpendicular ^nn++++=perpendicular
line ^nn++++=line,
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
a ^at++++=a
total ^jj+atrb+++=total
sampled ^nn+++??+=sampled
area ^nn++++=area
of ^in++++=of
1 ^zz++++=1
ha ^uh++++=ha
within ^in++++=within
a ^at++++=a
conserved ^jj+atrb++xvbn+=conserved
section ^nn++++=section
of ^in++++=of
the ^ati++++=the
Botanical ^np+++??+=Botanical
Institute ^nn++++=Institute.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
area ^nn++++=area
is ^vbz+bez+aux++=is
undergoing ^vbg+++xvbgx+=undergoing
recovery ^nn++++=recovery
from ^in++++=from
past ^jjb+atrb+++=past
disturbances ^nns++++=disturbances
but ^cc++++=but
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
experienced ^jj+atrb++xvbn+=experienced
occupation ^nn++++=occupation
or ^cc++++=or
land ^nn++++=land-use
- ^zz++++=EXTRAWORD
use ^nn++++=EXTRAWORD
change ^nn++++=change
for ^in++++=for
at ^in++++=at
least ^ql++++=least
65 ^cd++++=65
years ^nns++++=years
( ^zz++++=(Peccinini
peccinini ^nn+++??+=EXTRAWORD
& ^zz++++=&
Pivello ^np+++??+=Pivello
2002 ^cd++++=2002).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
site ^nn++++=site
is ^vbz+bez+aux++=is
situated ^vpsv++agls+xvbnx+=situated
at ^rb++++=at
an ^at++++=an
average ^jj+atrb+++=average
altitude ^nn++++=altitude
of ^in++++=of
831 ^cd++++=831
m ^zz++++=m,
, ^zz++++=EXTRAWORD
on ^in++++=on
Oxisol ^np+++??+=Oxisol
soil ^nn++++=soil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+aux++=is
located ^vpsv++agls+xvbnx+=located
more ^rbr++++=more
than ^in++++=than
100 ^cd++++=100
m ^zz++++=m
from ^in++++=from
Cursino ^np+++??+=Cursino
Avenue ^npl++++=Avenue
( ^zz++++=(District
district ^nn++++=EXTRAWORD
of ^in++++=of
gua ^nn+++??+=gua
Funda ^np+++??+=Funda,
, ^zz++++=EXTRAWORD
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo,
, ^zz++++=EXTRAWORD
Sp ^&fo++++=SP).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Within ^in++++=Within
each ^dt++++=each
transect ^nn+++??+=transect,
, ^zz++++=EXTRAWORD
all ^abn++++=all
individuals ^nns++++=individuals
of ^in++++=of
shrubs ^nns++++=shrubs,
, ^zz++++=EXTRAWORD
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
vines ^nns++++=vines,
, ^zz++++=EXTRAWORD
palms ^nns++++=palms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tree ^nn++++=tree
ferns ^nns+++??+=ferns
with ^in++++=with
a ^at++++=a
stem ^nn++++=stem
diameter ^nn++++=diameter
at ^in++++=at
breast ^nn++++=breast
height ^nn++++=height
( ^zz++++=(dbh;
dbh ^nn+++??+=EXTRAWORD
; ^zz++++=EXTRAWORD
measured ^j+++xvbn+=measured
at ^rb++++=at
1.30 ^cd++++=1.30
m ^zz++++=m
above ^jjb+atrb+++=above
ground ^nn++++=ground)
) ^zz++++=EXTRAWORD
greater ^jjr++++=greater
than ^in++++=than
2.5 ^cd++++=2.5
cm ^nnu++++=cm
were ^vbd+bed+aux++=were
measured ^vpsv++agls+xvbnx+=measured
and ^cc+phrs+++=and
identified ^vbd+++xvbn+=identified,
, ^zz++++=EXTRAWORD
as ^ql++++=as
were ^vbd+bed+vrb++=were
the ^ati++++=the
growing ^jj+atrb++xvbg+=growing
roots ^nns++++=roots
of ^in++++=of
hemiepiphytes ^nns+++??+=hemiepiphytes
at ^rb++++=at
or ^cc++++=or
below ^in+pl+++=below
1.30 ^cd++++=1.30
m ^zz++++=m
from ^in++++=from
the ^ati++++=the
soil ^nn++++=soil,
, ^zz++++=EXTRAWORD
following ^jj+atrb++xvbg+=following
Gentry ^nn++++=Gentry
s ^zz++++=s
protocol ^nn++++=protocol
( ^zz++++=(1982)
1982 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
Phillips ^np++++=Phillips
