A ^at++++=A
substantial ^jj+atrb+++=substantial
body ^nn++++=body
of ^in++++=of
evidence ^nn++++=evidence
indicates ^vbz+vpub+++=indicates
that ^tht+vcmp+++=that
regular ^jj+atrb+++=regular
engagement ^nn++++=engagement
in ^in++++=in
moderate ^jj++++=moderate
to ^in++++=to
vigorous ^jj+atrb+++=vigorous
physical ^jj+atrb+++=physical
activity ^nn++++=activity
( ^zz++++=(MVPA)
mvpa ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
defined ^vbd+vprv++xvbn+=defined
as ^ql++++=as
any ^dti++++=any
bodily ^jj+atrb+++=bodily
movement ^nn++++=movement
produced ^vwbn+++xvbn+=produced
by ^in++++=by
skeletal ^nn+++??+=skeletal
muscles ^nns++++=muscles
that ^tht+rel+subj++=that
requires ^vbz++++=requires
energy ^nn++++=energy
expenditure ^nn++++=expenditure
and ^cc++++=and
is ^vbz+bez+aux++=is
performed ^vpsv++agls+xvbnx+=performed
at ^rb++++=at
moderate ^jj+atrb+++=moderate
or ^cc+phrs+++=or
vigorous ^jj+atrb+++=vigorous
intensities ^nns++++=intensities
is ^vbz+bez+aux++=is
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
a ^at++++=a
lower ^jjr+atrb+++=lower
prevalence ^nn+++??+=prevalence
of ^in++++=of
depressive ^nn+++??+=depressive
and ^cc++++=and
anxiety ^nn++++=anxiety
symptoms ^nns++++=symptoms
in ^in++++=in
the ^ati++++=the
general ^jj+atrb+++=general
population ^nn++++=population,
, ^zz++++=EXTRAWORD
including ^in++++=including
individuals ^nns++++=individuals
in ^in++++=in
lowand ^nn+++??+=lowand
middle ^jjb++++=middle-income
- ^zz++++=EXTRAWORD
income ^nn++++=EXTRAWORD
countries ^nns++++=countries.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
Mvpa ^np+++??+=MVPA
is ^vbz+bez+aux++=is
linked ^vpsv++agls+xvbnx+=linked
to ^in++++=to
a ^at++++=a
reduced ^nn++++=reduced
risk ^vb++++=risk
of ^in++++=of
developing ^xvbg+++xvbg+=developing
depression ^nn++++=depression
and ^cc++++=and
anxiety ^nn++++=anxiety
on ^in++++=on
a ^at++++=a
global ^jj+atrb+++=global
scale ^nn++++=scale.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
high ^jj+atrb+++=high
levels ^nns++++=levels
of ^in++++=of
sedentary ^nn+++??+=sedentary
behavior ^nn++++=behavior
( ^zz++++=(SB),
sb ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
defined ^vpbn+vprv++xvbn+=defined
as ^ql++++=as
any ^dti++++=any
waking ^jj+atrb++xvbg+=waking
behavior ^nn++++=behavior
characterized ^nn+++??+=characterized
by ^in++++=by
an ^at++++=an
energy ^nn++++=energy
expenditure ^nn++++=expenditure
of ^in++++=of
1.5 ^cd++++=1.5
metabolic ^nn+++??+=metabolic
equivalents ^nns++++=equivalents
( ^zz++++=(METs)
mets ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
while ^cs+sub+++=while
in ^in++++=in
a ^at++++=a
sitting ^nvbg+++xvbg+=sitting,
, ^zz++++=EXTRAWORD
reclining ^jj+++xvbg+=reclining,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
lying ^vbg+++xvbg+=lying
posture ^nn++++=posture,
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
an ^at++++=an
increased ^nn++++=increased
risk ^vb++++=risk
of ^in++++=of
depressive ^nn++++=depressive
and ^cc++++=and
anxiety ^nn++++=anxiety
symptoms ^nns++++=symptoms.
. ^zz++++=EXTRAWORD
