Although ^cs+con+++=Although
numerous ^jj+atrb+++=numerous
studies ^nns++++=studies
have ^vb+hv+aux++=have
described ^vprf+++xvbnx+=described
various ^jj+atrb+++=various
decontamination ^nn++++=decontamination
protocols ^nns++++=protocols
and ^cc++++=and
agents ^nns++++=agents,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
limited ^jj+atrb++xvbn+=limited
range ^nn++++=range
of ^in++++=of
microorganisms ^nns+++??+=microorganisms
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
tested ^vpsv++agls+xvbnx+=tested.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fungi ^nns++++=fungi
and ^cc++++=and
bacteria ^nns++++=bacteria
analyzed ^nn+++??+=analyzed
were ^vbd+bed+vrb++=were
consistently ^rb++++=consistently
from ^in++++=from
the ^ati++++=the
same ^ap++++=same
genera ^nns++++=genera,
, ^zz++++=EXTRAWORD
specifically ^rb++++=specifically
Candida ^np+++??+=Candida
and ^cc++++=and
Streptococcus ^np+++??+=Streptococcus,
, ^zz++++=EXTRAWORD
both ^abx++++=both
of ^in++++=of
which ^whp+rel+pied++=which
are ^vb+ber+vrb++=are
commonly ^rb++++=commonly
present ^jj+pred+++=present
in ^in++++=in
the ^ati++++=the
oral ^jj+atrb+++=oral
microbiota ^nn+++??+=microbiota.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
even ^rb++++=even
when ^wrb+who+++=when
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
consensus ^nn++++=consensus
regarding ^in++++=regarding
the ^ati++++=the
microorganisms ^nn++++=microorganisms
selected ^vwbn+++xvbn+=selected,
, ^zz++++=EXTRAWORD
the ^ati++++=the
microbiological ^nn+++??+=microbiological
analysis ^nn++++=analysis
strategies ^vbz+++??+=strategies
differed ^vprf+++xvbn+=differed:
: ^zz++++=EXTRAWORD
three ^cd++++=three
studies ^nns++++=studies
employed ^vbd+++xvbn+=employed
Scanning ^vbg+++xvbg+=Scanning
Electron ^nn++++=Electron
Microscopy ^np+++??+=Microscopy
( ^zz++++=(SEM)
sem ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
[ ^zz++++=[3,10,15],
3,10,15 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
four ^cd++++=four
studies ^nns++++=studies
utilized ^vbd+++xvbn+=utilized
the ^ati++++=the
viable ^jj+atrb+++=viable
count ^nn++++=count
method ^nn++++=method
[ ^zz++++=[8,9,11,13].
8,9,11,13 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Sem ^np+++??+=SEM
is ^vbz+bez+vrb++=is
an ^at++++=an
appropriate ^jj+atrb+++=appropriate
technique ^nn++++=technique
for ^in++++=for
detailed ^jj+atrb+++=detailed
observation ^nn++++=observation
of ^in++++=of
substrate ^nn++++=substrate
morphology ^nn++++=morphology
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
for ^in++++=for
monitoring ^xvbg+++xvbg+=monitoring
bacterial ^jj+atrb+++=bacterial
adhesion ^nn++++=adhesion
and ^cc++++=and
biofilm ^jj+atrb++??+=biofilm
formation ^nn++++=formation
on ^in++++=on
biotic ^nn+++??+=biotic
surfaces ^nns++++=surfaces
[ ^zz++++=[21].
21 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
viable ^jj+atrb+++=viable
count ^nn++++=count
method ^nn++++=method,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used
for ^in++++=for
decades ^nns++++=decades,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
sensitive ^jj+atrb+++=sensitive
approach ^nn++++=approach
for ^in++++=for
analyzing ^nn++++=analyzing
live ^vb++++=live
microorganisms ^nns++++=microorganisms
[ ^zz++++=[22].
22 ^cd++++=EXTRAWORD
]. ^nn++++=EXTRAWORD
