Although ^cs+con+++=Although
existing ^jj+atrb++xvbg+=existing
data ^nns++++=data
indicate ^vb+vprv+++=indicate
that ^tht+vcmp+++=that
patients ^nns++++=patients
with ^in++++=with
cancer ^nn++++=cancer
who ^whp+rel+subj++=who
receive ^vb++++=receive
chemotherapy ^nn+++??+=chemotherapy
are ^vb+ber+vrb++=are
at ^in++++=at
increased ^nn++++=increased
risk ^vb++++=risk
for ^in++++=for
severe ^jj+atrb+++=severe
complications ^nns++++=complications
from ^in++++=from
influenza ^nn++++=influenza,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
remains ^vbz++++=remains
uncertain ^jj++++=uncertain
whether ^cs+who+++=whether
these ^dt+dem+++=these
findings ^nns++++=findings
are ^vb+ber+vrb++=are
applicable ^jj+pred+++=applicable
to ^in++++=to
Covid ^np+++??+=COVID-19.
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
recent ^nn++++=recent
study ^vb++++=study
reported ^vbd+vpub++xvbn+=reported
a ^at++++=a
higher ^jjr+atrb+++=higher
incidence ^nn++++=incidence
and ^cc++++=and
morbidity ^nn+++??+=morbidity
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
among ^in++++=among
patients ^nns++++=patients
with ^in++++=with
cancer ^nn++++=cancer;
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
results ^nns++++=results
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
directly ^rb++splt++=directly
contested ^vpsv++by+xvbn+=contested
by ^in++++=by
subsequent ^jj+atrb+++=subsequent
research ^nn++++=research.
. ^zz++++=EXTRAWORD
Preliminary ^jj+atrb+++=Preliminary
data ^nns++++=data
from ^in++++=from
Zhang ^np+++??+=Zhang
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
demonstrated ^j+++xvbn+=demonstrated
a ^at++++=a
relatively ^rb++++=relatively
high ^jj+atrb+++=high
mortality ^nn++++=mortality
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
with ^in++++=with
8 ^zz++++=8
out ^rp+pl+++=out
of ^in++++=of
28 ^cd++++=28
( ^zz++++=(29%)
29 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
hospitalized ^nn+++??+=hospitalized
patients ^nns++++=patients
with ^in++++=with
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
a ^at++++=a
prior ^jj+atrb+++=prior
cancer ^nn++++=cancer
diagnosis ^nn++++=diagnosis
succumbing ^nn++++=succumbing
to ^to++++=to
the ^ati++++=the
disease ^nn++++=disease.
. ^zz++++=EXTRAWORD
