A ^at++++=A
treatment ^nn++++=treatment
that ^tht+rel+subj++=that
enhances ^vbz++++=enhances
the ^ati++++=the
innate ^jj+atrb+++=innate
immune ^jj+atrb+++=immune
response ^nn++++=response
is ^vbz+bez+aux++=is
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
increase ^vbi++++=increase
the ^ati++++=the
efficiency ^nn++++=efficiency
of ^in++++=of
the ^ati++++=the
immune ^jj+atrb+++=immune
system ^nn++++=system
immediately ^rb+tm+++=immediately
upon ^in++++=upon
viral ^nn+++??+=viral
entry ^nn++++=entry
into ^in++++=into
the ^ati++++=the
bloodstream ^nn++++=bloodstream.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
essential ^jj++++=essential
to ^to+jcmp+++=to
assess ^vbi++++=assess
the ^ati++++=the
quality ^nn++++=quality
of ^in++++=of
both ^abx++++=both
individual ^nn++++=individual
and ^cc++++=and
population ^nn++++=population-level
- ^zz++++=EXTRAWORD
level ^nn++++=EXTRAWORD
innate ^jj+atrb+++=innate
immune ^jj+atrb+++=immune
responses ^nns++++=responses.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
context ^nn++++=context,
, ^zz++++=EXTRAWORD
the ^ati++++=the
authors ^nns++++=authors
have ^vb+hv+vrb++=have
analyzed ^nn+++??+=analyzed
the ^ati++++=the
relationship ^nn++++=relationship
between ^in++++=between
the ^ati++++=the
epidemiological ^nn+++??+=epidemiological
stage ^nn++++=stage
of ^in++++=of
the ^ati++++=the
pandemic ^nn+++??+=pandemic
in ^in++++=in
various ^jj+atrb+++=various
countries ^nns++++=countries
and ^cc++++=and
their ^pp$+pp3+++=their
Bcg ^np+++??+=BCG
( ^zz++++=(Bacillus
bacillus ^nns+++??+=EXTRAWORD
Calmette ^np+++??+=Calmette
Gu ^np+++??+=Gu
rin ^nn+++??+=rin)
) ^zz++++=EXTRAWORD
vaccination ^nn++++=vaccination
status ^nn++++=status,
, ^zz++++=EXTRAWORD
given ^vpbn+v++xvbn+=given
that ^dt+dem+++=that
Bcg ^np+++??+=BCG
vaccination ^nn++++=vaccination
primarily ^rb+down+++=primarily
functions ^nns++++=functions
by ^in++++=by
activating ^nn++++=activating
or ^cc++++=or
training ^nn++++=training
innate ^jj+atrb+++=innate
immunity ^nn++++=immunity.
. ^zz++++=EXTRAWORD
