A ^at++++=A
total ^nn++++=total
of ^in++++=of
121 ^cd++++=121
articles ^nns++++=articles
were ^vbd+bed+aux++=were
initially ^rb+tm+splt++=initially
identified ^vpsv++agls+xvbnx+=identified
across ^in+pl+++=across
all ^abn++++=all
databases ^nns+++??+=databases.
. ^zz++++=EXTRAWORD
Following ^jj+++xvbg+=Following
a ^at++++=a
final ^nn++++=final
screening ^vwbg+++xvbg+=screening
process ^nn++++=process,
, ^zz++++=EXTRAWORD
8 ^zz++++=8
articles ^nns++++=articles
met ^vbd+++xvbn+=met
the ^ati++++=the
inclusion ^nn++++=inclusion
criteria ^nns++++=criteria.
. ^zz++++=EXTRAWORD
The ^ati++++=The
disinfection ^nn+++??+=disinfection
methods ^nns++++=methods
evaluated ^vwbn+++xvbn+=evaluated
in ^in++++=in
these ^dt+dem+++=these
studies ^nns++++=studies
included ^vbd+++xvbn+=included
3.5 ^cd++++=3.5%
% ^zz++++=EXTRAWORD
neutral ^jj+atrb+++=neutral
detergent ^nn++++=detergent,
, ^zz++++=EXTRAWORD
70 ^cd++++=70%
% ^zz++++=EXTRAWORD
apple ^nn++++=apple
cider ^nn++++=cider
vinegar ^nn++++=vinegar
spray ^nn++++=spray,
, ^zz++++=EXTRAWORD
boiling ^nvbg+++xvbg+=boiling
water ^nn++++=water
for ^in++++=for
15 ^cd++++=15
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
2.5 ^cd++++=2.5%
% ^zz++++=EXTRAWORD
sodium ^nn++++=sodium
hypochlorite ^nn++++=hypochlorite,
, ^zz++++=EXTRAWORD
70 ^cd++++=70%
% ^zz++++=EXTRAWORD
hydrogen ^nn++++=hydrogen
peroxide ^nn++++=peroxide
spray ^nn++++=spray,
, ^zz++++=EXTRAWORD
0.12 ^nn+++??+=0.12%
% ^zz++++=EXTRAWORD
chlorhexidine ^nn+++??+=chlorhexidine,
, ^zz++++=EXTRAWORD
brushtox ^np++++=Brushtox
, ^zz++++=,
sterile ^jj+atrb+++=sterile
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
microwave ^nn++++=microwave
treatment ^nn++++=treatment.
. ^zz++++=EXTRAWORD
