A ^at++++=A
robust ^jj+atrb+++=robust
primary ^jj+atrb+++=primary
care ^nn++++=care
system ^nn++++=system
has ^vbz+hvz+vrb++=has
the ^ati++++=the
potential ^nn++++=potential
to ^to+ncmp+++=to
reduce ^vbi++++=reduce
unnecessary ^jj+atrb+++=unnecessary
hospital ^nn++++=hospital
admissions ^nns++++=admissions,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
alleviating ^jj+atrb++??+=alleviating
pressure ^nn++++=pressure
on ^in++++=on
hospitals ^nns++++=hospitals,
, ^zz++++=EXTRAWORD
increasing ^jj+atrb++xvbg+=increasing
bed ^nn++++=bed
availability ^nn++++=availability
for ^in++++=for
patients ^nns++++=patients
with ^in++++=with
Covid ^np+++??+=COVID-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
contributing ^jj+++xvbg+=contributing
to ^in++++=to
the ^ati++++=the
financial ^jj+atrb+++=financial
sustainability ^nn+++??+=sustainability
of ^in++++=of
the ^ati++++=the
health ^nn++++=health
system ^nn++++=system.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
2010 ^cd++++=2010
and ^cc++++=and
2016 ^cd++++=2016,
, ^zz++++=EXTRAWORD
over ^in++++=over
23,000 ^cd++++=23,000
hospitalizations ^nns+++??+=hospitalizations
for ^in++++=for
conditions ^nns++++=conditions
sensitive ^jj++++=sensitive
to ^in++++=to
primary ^jj+atrb+++=primary
care ^nn++++=care
were ^vbd+bed+aux++=were
avoided ^vpsv++agls+xvbnx+=avoided
in ^in++++=in
Brazil ^np++++=Brazil,
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
cost ^nn++++=cost
savings ^nns++++=savings
of ^in++++=of
approximately ^rb+down+++=approximately
Us ^pp1o+pp1+++=US$
 ^zz++++=EXTRAWORD
.1 ^cd++++=6.1
Million ^cd++++=million
For ^in++++=for
The ^ati++++=the
Public ^jj+atrb+++=public
Health ^nn++++=health
Sector ^nn++++=sector.
 ^zz++++=EXTRAWORD
