The ^ati++++=The
coronavirus ^nns+++??+=coronavirus
disease ^nn++++=disease
2019 ^cd++++=2019
( ^zz++++=(COVID-19)
covid ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
pandemic ^nn+++??+=pandemic,
, ^zz++++=EXTRAWORD
caused ^xvbn+++xvbn+=caused
by ^in++++=by
severe ^jj+atrb+++=severe
acute ^jj+atrb+++=acute
respiratory ^jj+atrb+++=respiratory
syndrome ^nn++++=syndrome
coronavirus ^nns+++??+=coronavirus
2 ^zz++++=2
( ^zz++++=(SARS-CoV-2),
sars ^nns+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
represents ^vbz++++=represents
a ^at++++=a
global ^jj+atrb+++=global
public ^jj+atrb+++=public
health ^nn++++=health
emergency ^nn++++=emergency.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
of ^in++++=of
May ^md+pos+++=May
13 ^cd++++=13,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
than ^in++++=than
4 ^zz++++=4
million ^cd++++=million
cases ^nns++++=cases
and ^cc++++=and
280,000 ^cd++++=280,000
deaths ^nns++++=deaths
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
reported ^vpsv++agls+xvbnx+=reported
worldwide ^nn+++??+=worldwide.
. ^zz++++=EXTRAWORD
In ^in++++=In
Brazil ^np++++=Brazil,
, ^zz++++=EXTRAWORD
over ^in++++=over
160,000 ^cd++++=160,000
cases ^nns++++=cases
and ^cc++++=and
11,000 ^cd++++=11,000
deaths ^nns++++=deaths
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
documented ^vpsv++by+xvbnx+=documented
by ^in++++=by
that ^dt+dem+++=that
date ^nn++++=date.
. ^zz++++=EXTRAWORD
To ^to++++=To
mitigate ^vbi++++=mitigate
the ^ati++++=the
spread ^nn+++xvbn+=spread
of ^in++++=of
Sars ^np+++??+=SARS-CoV-2,
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
World ^nn++++=World
Health ^nn++++=Health
Organization ^nn++++=Organization
( ^zz++++=(WHO)
who ^whp+who+++=EXTRAWORD
) ^zz++++=EXTRAWORD
recommended ^vbd+vsua++xvbn+=recommended
the ^ati++++=the
implementation ^nn++++=implementation
of ^in++++=of
physical ^jj+atrb+++=physical
