Although ^cs+con+++=Although
our ^pp$+pp1+++=our
data ^nns++++=data
are ^vb+ber+vrb++=are
cross ^jj+pred+++=cross-sectional
- ^zz++++=EXTRAWORD
sectional ^jj++++=EXTRAWORD
and ^cc++++=and
do ^vb+do+aux++=do
not ^xnot++not++=not
allow ^vb++++=allow
for ^in+ppvb+++=for
determination ^nn++++=determination
of ^in++++=of
causality ^nn+++??+=causality,
, ^zz++++=EXTRAWORD
previous ^jj+atrb+++=previous
longitudinal ^jj+atrb+++=longitudinal
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
Mendelian ^np+++??+=Mendelian
randomization ^nn+++??+=randomization
analyses ^nns++++=analyses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
randomized ^vb+++??+=randomized
controlled ^vbd+++xvbn+=controlled
trials ^nns++++=trials
provide ^vb+vsua+++=provide
evidence ^nn++++=evidence
that ^tht+rel+++=that
moderate ^jj++++=moderate-to-vigorous
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
vigorous ^jj+atrb+++=EXTRAWORD
physical ^jj+atrb+++=physical
activity ^nn++++=activity
( ^zz++++=(MVPA)
mvpa ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
may ^md+pos+++=may
protect ^vb++++=protect
against ^in++++=against
and ^cc++++=and
ameliorate ^nn+++??+=ameliorate
depressive ^nn+++??+=depressive
and ^cc++++=and
anxiety ^nn++++=anxiety
symptoms ^nns++++=symptoms.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Mvpa ^np+++??+=MVPA
is ^vbz+bez+vrb++=is
indeed ^qlp++++=indeed
protective ^jj++++=protective,
, ^zz++++=EXTRAWORD
several ^ap++++=several
mechanisms ^nns++++=mechanisms
may ^md+pos+++=may
underlie ^vb+++??+=underlie
these ^dt+dem+++=these
effects ^nns++++=effects.
. ^zz++++=EXTRAWORD
First ^rb+cnj+++=First,
, ^zz++++=EXTRAWORD
Mvpa ^np+++??+=MVPA
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
shown ^vpsv++agls+xvbnx+=shown
to ^to+vcmp+++=to
increase ^vbi++++=increase
the ^ati++++=the
release ^nn++++=release
of ^in++++=of
endocannabinoids ^nns+++??+=endocannabinoids,
, ^zz++++=EXTRAWORD
