Although ^cs+con+++=Although
our ^pp$+pp1+++=our
findings ^nns++++=findings
are ^vb+ber+aux++=are
based ^vpsv++agls+xvbnx+=based
on ^in++++=on
a ^at++++=a
convenience ^nn++++=convenience
sample ^nn++++=sample,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
consistent ^jj+pred+++=consistent
with ^in++++=with
several ^ap++++=several
established ^jj+atrb++xvbn+=established
observations ^nns++++=observations:
: ^zz++++=EXTRAWORD
an ^at++++=an
increasing ^jj+atrb++xvbg+=increasing
trend ^nn++++=trend
over ^in++++=over
time ^nn++++=time,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
aligns ^nns+++??+=aligns
with ^in++++=with
the ^ati++++=the
ongoing ^nn+++??+=ongoing
rise ^vb++++=rise
of ^in++++=of
the ^ati++++=the
epidemic ^nn++++=epidemic
curve ^nn++++=curve
in ^in++++=in
the ^ati++++=the
state ^nn++++=state;
; ^zz++++=EXTRAWORD
a ^at++++=a
higher ^jjr+atrb+++=higher
prevalence ^nn+++??+=prevalence
among ^in++++=among
younger ^jjr+atrb+++=younger
individuals ^nns++++=individuals,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
more ^rbr++++=more
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
be ^vbi++vrb++=be
mobile ^jj+pred+++=mobile;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
higher ^jjr+atrb+++=higher
prevalence ^nn+++??+=prevalence
among ^in++++=among
those ^dt+dem+++=those
with ^in++++=with
lower ^jjr+atrb+++=lower
educational ^jj+atrb+++=educational
attainment ^nn++++=attainment,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
may ^md+pos+++=may
face ^vb++++=face
greater ^jjr++++=greater
challenges ^vbz++++=challenges
in ^in++++=in
adhering ^xvbg+++xvbg+=adhering
to ^in++++=to
social ^jj+atrb+++=social
distancing ^nn+++??+=distancing
recommendations ^nns++++=recommendations.
. ^zz++++=EXTRAWORD
Despite ^in++++=Despite
the ^ati++++=the
limitations ^nns++++=limitations
of ^in++++=of
the ^ati++++=the
study ^nn++++=study,
, ^zz++++=EXTRAWORD
the ^ati++++=the
results ^nns++++=results
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
protective ^jj+atrb+++=protective
levels ^nns++++=levels
of ^in++++=of
natural ^jj+atrb+++=natural
herd ^nn++++=herd
immunity ^nn++++=immunity
to ^in++++=to
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
not ^xnot++not++=not
yet ^rb++++=yet
been ^vprf+ben+aux+xvbn+=been
achieved ^vpsv++agls+xvbnx+=achieved
in ^in++++=in
Rio ^np+++??+=Rio
de ^&fw++++=de
Janeiro ^np+++??+=Janeiro.
. ^zz++++=EXTRAWORD
Key ^jjb+atrb+++=Key
words ^nns++++=words:
: ^zz++++=EXTRAWORD
Covid ^np+++??+=COVID-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
blood ^nn++++=Blood
donors ^nns++++=donors,
, ^zz++++=EXTRAWORD
prevalence ^np++++=Prevalence,
, ^zz++++=EXTRAWORD
serology ^np++++=Serology,
, ^zz++++=EXTRAWORD
sars ^np++++=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov-2 ^nn++++=EXTRAWORD
