The ^ati++++=The
total ^jj+atrb+++=total
polyphenol ^nn+++??+=polyphenol
content ^nn++++=content
was ^vbd+bedz+aux++=was
determined ^vpsv++agls+xvbnx+=determined
using ^vbg+++xvbg+=using
the ^ati++++=the
method ^nn++++=method
described ^vwbn+++xvbn+=described
by ^in++++=by
Chandra ^np+++??+=Chandra
and ^cc++++=and
Mejia ^np+++??+=Mejia
( ^zz++++=(2004),
2004 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
Folin ^np+++??+=Folin-Ciocalteu
- ^zz++++=EXTRAWORD
ciocalteu ^nn+++??+=EXTRAWORD
reagent ^jj++++=reagent
( ^zz++++=(1N)
1n ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
added ^vpsv++agls+xvbnx+=added
to ^in++++=to
the ^ati++++=the
aqueous ^nns+++??+=aqueous
extract ^nn++++=extract.
. ^zz++++=EXTRAWORD
After ^in++++=After
a ^at++++=a
2 ^zz++++=2-minute
- ^zz++++=EXTRAWORD
minute ^nn++++=EXTRAWORD
incubation ^nn++++=incubation,
, ^zz++++=EXTRAWORD
a ^at++++=a
20 ^cd++++=20%
% ^zz++++=EXTRAWORD
aqueous ^nns+++??+=aqueous
solution ^nn++++=solution
of ^in++++=of
sodium ^nn++++=sodium
carbonate ^nn++++=carbonate
( ^zz++++=(Na2CO3)
na2co3 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
added ^vpsv++agls+xvbnx+=added,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
mixture ^nn++++=mixture
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
stand ^vb++++=stand
for ^in+ppvb+++=for
10 ^cd++++=10
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
Absorbance ^np+++??+=Absorbance
was ^vbd+bedz+aux++=was
then ^rn+tm+splt++=then
measured ^vpsv++agls+xvbnx+=measured
at ^rb++++=at
757 ^cd++++=757
nm ^nn+++??+=nm
using ^vwbg+++xvbg+=using
a ^at++++=a
Shimadzu ^np+++??+=Shimadzu
Uv ^np+++??+=UV
mini ^np++++=mini-1240
- ^zz++++=EXTRAWORD
1240 ^cd++++=EXTRAWORD
spectrophotometer ^nn+++??+=spectrophotometer.
. ^zz++++=EXTRAWORD
A ^at++++=A
calibration ^nn+++??+=calibration
curve ^nn++++=curve
was ^vbd+bedz+aux++=was
constructed ^vpsv++agls+xvbnx+=constructed
using ^vbg+++xvbg+=using
gallic ^nn+++??+=gallic
acid ^jj+atrb+++=acid
solutions ^nns++++=solutions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
polyphenol ^nn+++??+=polyphenol
concentration ^nn++++=concentration
was ^vbd+bedz+aux++=was
expressed ^vbd+vpub++xvbn+=expressed
as ^ql++++=as
milligrams ^nns++++=milligrams
of ^in++++=of
gallic ^nn++++=gallic
acid ^jj+atrb+++=acid
equivalents ^nns++++=equivalents.
. ^zz++++=EXTRAWORD
