Although ^cs+con+++=Although
the ^ati++++=the
mortality ^nn++++=mortality
rate ^nn++++=rate
is ^vbz+bez+vrb++=is
a ^at++++=a
significant ^jj+atrb+++=significant
concern ^nn++++=concern,
, ^zz++++=EXTRAWORD
the ^ati++++=the
high ^jj+atrb+++=high
transmissibility ^nn++++=transmissibility
of ^in++++=of
the ^ati++++=the
disease ^nn++++=disease
presents ^vbz++++=presents
a ^at++++=a
greater ^nn++++=greater
challenge ^vb++++=challenge.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
with ^in++++=with
a ^at++++=a
relatively ^rb++++=relatively
low ^jj+atrb+++=low
proportion ^nn++++=proportion
of ^in++++=of
patients ^nns++++=patients
requiring ^vwbg+vsua++xvbg+=requiring
hospitalization ^nn+++??+=hospitalization,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rapid ^jj+atrb+++=rapid
spread ^nn+++xvbn+=spread
and ^cc++++=and
large ^jj+atrb+++=large
number ^nn++++=number
of ^in++++=of
infections ^nns++++=infections
have ^vb+hv+aux++=have
placed ^vprf+++xvbnx+=placed
substantial ^jj+atrb+++=substantial
strain ^nn++++=strain
on ^in++++=on
healthcare ^nn+++??+=healthcare
systems ^nns++++=systems
globally ^nn+++??+=globally.
. ^zz++++=EXTRAWORD
In ^in++++=In
response ^nn++++=response,
, ^zz++++=EXTRAWORD
stringent ^jj+atrb+++=stringent
social ^jj+atrb+++=social
distancing ^nn+++??+=distancing
measures ^nns++++=measures
including ^in++++=including
travel ^nn++++=travel
restrictions ^nns++++=restrictions
and ^cc++++=and
the ^ati++++=the
closure ^nn++++=closure
of ^in++++=of
schools ^nns++++=schools
and ^cc++++=and
businesses ^nns++++=businesses
have ^vb+hv+aux++=have
resulted ^vprf+++xvbnx+=resulted
in ^in++++=in
considerable ^jj+atrb+++=considerable
socioeconomic ^nn+++??+=socioeconomic
and ^cc++++=and
psychological ^jj+atrb+++=psychological
consequences ^nns++++=consequences.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
a ^at++++=a
profound ^jj+atrb+++=profound
impact ^nn++++=impact
on ^in++++=on
quality ^nn++++=quality
of ^in++++=of
life ^nn++++=life
and ^cc++++=and
has ^vbz+hvz+aux++=has
posed ^vprf+++xvbnx+=posed
substantial ^jj+atrb+++=substantial
risks ^nns++++=risks
to ^in++++=to
the ^ati++++=the
economy ^nn++++=economy,
, ^zz++++=EXTRAWORD
public ^jj+atrb+++=public
health ^nn++++=health,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sustainability ^nn++++=sustainability
of ^in++++=of
healthcare ^nn++++=healthcare
systems ^nns++++=systems
( ^zz++++=(4).
4 ^zz++++=EXTRAWORD
). ^nn++++=EXTRAWORD
